,dan,srp,twi,Doc2,fkh,Cyp310a1,Doc3,Blimp-1,ftz,sna
991,2431,2467,2468,2469,2505,2507,2508,2539,2543,2544
992,1283,1814,1815,2963,961,962,998,1001,1002,1038
993,19,49,52,54,60,86,83,47,51,90
994,982,1020,1058,1096,1134,2048,2124,759,869,906
995,1811,1883,1887,1888,1924,1926,1890,1928,2193,1855
996,1179,1014,1015,1055,1092,1130,1131,1168,1435,1739
997,1331,1333,1369,1370,1407,1408,1409,1445,1446,1447
998,953,307,310,313,317,319,320,321,322,347
999,1377,1011,1049,1077,1125,1315,1317,1335,1340,1341
1000,1514,1552,487,869,906,1210,1248,1286,1324,1476
1001,533,534,571,387,424,426,457,458,495,535
1002,32,34,35,37,38,68,74,114,2937,31
1003,1939,1979,1980,2017,2207,2244,2246,2247,2282,2664
1004,1028,951,1027,1939,1979,1980,2017,2207,2244,2246
1005,2315,2316,2318,2353,2354,2356,759,795,796,797
1006,293,327,330,172,213,215,249,251,253,288
1007,295,2963,183,220,259,296,487,829,867,869
1008,1890,1928,2193,1807,1838,1839,1840,1841,1845,1847
1009,994,995,997,1300,1534,1570,1581,1618,1765,1766
1010,609,647,951,3026,1753,1789,1790,1977,2015,481
1011,32,34,35,37,38,68,74,114,2937,31
1012,1378,1417,1455,1565,1566,1567,1568,1571,1603,1604
1013,972,1012,1201,1202,1203,1204,1238,1239,1240,1241
1014,2565,708,742,2142,2445,2484,2485,2486,2487,2523
1015,1742,2431,2467,2468,2469,2505,2507,2508,2543,2544
1016,191,306,348,383,388,419,421,422,423,497
1017,1205,1243,1167,1206,1207,1245,1282,1586,1890,1928
1018,2307,2308,2343,2345,2382,2384,2420,2458,1830,977
1019,1902,1905,1942,1943,2056,2208,875,913,951,1791
1020,1779,1098,1099,1136,1253,1287,1289,1290,1291,1292
1021,191,306,348,383,388,419,421,422,423,497
1022,759,2389,2391,2392,2393,2394,2470,2930,3006,758
1023,2004,2998,1962,1964,1415,1452,1642,1682,2975,1014
1024,325,326,361,362,438,286,287,324,930,932
1025,936,937,961,962,974,975,998,1001,1002,1038
1026,487,869,906,1210,1248,1286,260,449,602,754
1027,2315,2316,2318,2353,2354,2356,759,795,796,797
1028,1205,1243,972,1012,1201,1202,1203,1204,1238,1239
1029,1205,1243,1775,1490,1491,1492,1493,1495,1528,1529
1030,263,303,304,340,342,225,227,262,264,265
1031,2016,2018,2205,2243,2931,305,343,345,381,382
1032,263,303,304,340,342,185,224,298,31,71
1033,341,379,454,377,413,414,415,416,417,418
1034,2711,2885,2673,2674,2675,2717,2917,2919,2748,2751
1035,603,718,2048,2124,642,646,679,681,682,717
1036,341,379,454,377,413,414,415,416,417,418
1037,2357,2359,2395,2396,2397,2434,2435,2436,2471,2472
1038,1890,1928,2193,1451,1489,1527,1855,2383,83,1811
1039,718,2725,679,681,682,717,719,720,721,722
1040,523,1205,1243,1475,1513,3004,295,1323,1361,1438
1041,2431,2467,2468,2469,2505,2507,2508,2543,2544,2546
1042,1742,1175,1176,1212,1213,1214,1216,1250,1251,1252
1043,2004,2998,1962,1964,1014,1015,1055,1092,1130,1131
1044,1742,1175,1176,1212,1213,1214,1216,1250,1251,1252
1045,523,1205,1243,1475,1513,3004,295,1323,1361,1438
1046,1721,1723,556,1205,1243,482,519,520,558,633
1047,130,269,229,267,268,271,387,424,426,457
1048,1514,1552,487,869,906,1210,1248,1286,1324,1399
1049,2252,1833,1834,1870,1871,1909,1986,2059,2098,2136
1050,11,332,485,600,1169,1208,178,216,254,255
1051,325,326,361,362,291,328,363,400,401,402
1052,1396,1434,1472,1013,1052,1076,1079,1091,1117,1120
1053,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1054,603,2048,2124,2431,2467,2468,2469,2505,2507,2508
1055,1205,1243,1475,1513,3004,1167,1206,1207,1245,1282
1056,2725,2730,2734,2770,2727,2733,2768,2772,2773,2802
1057,1028,951,1027,989,991,992,993,1030,1255,1256
1058,746,2441,2518,2519,2520,2559,2560,2600,2603,2684
1059,32,34,35,37,38,68,74,114,263,303
1060,2315,2316,2318,2353,2354,2356,759,795,796,797
1061,485,523,600,183,487,520,558,633,670,672
1062,181,56,58,2917,2919,180,143,182,183,2804
1063,781,896,897,898,481,517,559,595,596,827
1064,1396,1434,1472,775,808,2357,2359,2395,2396,2397
1065,1205,1243,934,523,1475,1513,3004,520,558,633
1066,2692,2693,2696,2732,2463,2464,2465,2502,2503,2504
1067,2687,2285,2357,2359,2363,2395,2396,2397,2404,2434
1068,926,958,858,861,891,893,894,895,923,925
1069,559,595,596,900,561,636,671,709,865,901
1070,1399,1742,1175,1176,1212,1213,1214,1216,1250,1251
1071,883,921,922,1835,1837,1872,1874,1875,1876,1877
1072,1013,1052,1091,1128,1129,1358,1395,1397,1433,1623
1073,2431,2467,2468,2469,2505,2507,2508,2543,2544,2546
1074,746,635,637,673,674,707,710,593,632,708
1075,1013,1052,1091,1128,1129,1358,1395,1397,1433,1623
1076,32,34,35,37,38,68,74,114,2937,9
1077,1098,1099,1136,1253,1287,1289,1290,1291,1292,1325
1078,106,145,146,186,2804,31,71,72,73,75
1079,449,341,379,454,1514,1552,377,413,414,415
1080,2748,2751,2752,2669,2746,2749,2761,2786,2800,3028
1081,602,487,569,2692,2693,2696,2732,3016,341,379
1082,1014,1015,1055,1092,1130,1131,1168,1435,1739,1019
1083,1807,1838,1839,1840,1841,1845,1847,1851,1852,1880
1084,900,1283,1814,1815,2963,1205,1243,829,867,869
1085,305,343,345,381,382,384,420,496,2978,285
1086,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1087,1011,1049,1077,1125,1315,1317,1340,1341,1354,1375
1088,1013,1052,1091,1128,1129,1358,1395,1397,1433,1623
1089,1031,952,972,990,1012,1027,1201,1202,1203,1204
1090,32,34,35,37,38,68,74,114,2937,31
1091,3004,1013,1052,1091,1128,1129,1358,1395,1397,1433
1092,2790,2791,2794,2599,2677,2711,2716,2718,2759,2597
1093,434,435,436,471,472,473,508,344,315,316
1094,640,602,487,569,679,682,3016,488,525,526
1095,1098,1099,1136,1253,1287,1289,1290,1291,1292,1325
1096,2431,2467,2468,2469,2505,2507,2508,2539,2543,2544
1097,1167,1206,1207,1245,1282,1586,2994,1013,1052,1091
1098,1742,1175,1176,1212,1213,1214,1216,1250,1251,1252
1099,32,34,35,37,38,68,74,114,2937,22
1100,1510,1549,1587,1205,1243,1508,1536,1546,1396,1434
1101,2357,2359,2395,2396,2397,2434,2435,2436,2472,2473
1102,1013,1052,1091,1128,1129,1358,1395,1397,1433,1623
1103,1098,1099,1136,1253,1287,1289,1290,1291,1292,1325
1104,1510,1549,1587,1036,1500,1538,1539,1575,1576,1577
1105,1205,1243,972,1012,1201,1202,1203,1204,1238,1239
1106,1013,1052,1091,1128,1129,1358,1395,1397,1433,1623
1107,2781,2782,2820,2825,2826,2776,2779,2783,2785,2787
1108,1019,1133,1399,1474,295,333,372,410,1057,1095
1109,1013,1052,1091,1128,1129,1358,1395,1397,1433,1623
1110,1098,1099,1136,1253,1287,1289,1290,1291,1292,1325
1111,1205,1243,1167,1206,1207,1245,1282,1586,2994,972
1112,936,937,974,975,2145,2151,2153,2154,2190,2191
1113,2471,2551,2509,2548,2586,2597,2603,2634,2636,2638
1114,609,647,3026,648,685,686,687,723,724,725
1115,1807,1838,1839,1840,1841,1845,1847,1851,1852,1880
1116,972,1012,1201,1202,1203,1204,1238,1239,1240,1241
1117,172,213,215,249,251,253,288,290,291,292
1118,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1119,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1120,603,487,642,646,679,682,2692,2693,2696,2732
1121,977,979,1016,1017,1053,1054,1093,980,1018,1056
1122,1255,1256,1257,1294,1295,1296,1483,1484,1485,1521
1123,1514,1552,869,906,1175,1176,1210,1212,1213,1214
1124,2006,2044,1057,1095,1969,2043,2048,2082,2120,2121
1125,263,303,304,340,341,342,379,454,225,227
1126,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1127,1811,1883,1887,1888,1924,1926,1807,1838,1839,1840
1128,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1129,1011,1049,1077,1125,1315,1317,1340,1341,1354,1375
1130,364,365,366,367,403,404,405,442,443,478
1131,57,59,129,130,81,93,117,125,127,83
1132,1013,1052,1091,1128,1129,1358,1395,1397,1433,1623
1133,1510,1549,1587,1205,1243,1508,1536,1546,1396,1434
1134,2016,2018,2205,2243,2931,305,343,345,381,382
1135,1941,1978,2054,2055,2091,2092,2093,2094,2129,2130
1136,896,897,898,325,326,361,362,934,782,783
1137,377,413,414,415,416,417,418,448,450,451
1138,523,556,184,1855,2383,2957,187,189,226,263
1139,936,937,961,962,974,975,998,1001,1002,1038
1140,2885,2968,2711,2718,2836,2762,2800,2802,2829,2830
1141,603,487,642,646,679,682,2692,2693,2696,2732
1142,293,327,330,172,213,215,249,251,253,288
1143,1396,1434,1472,1399,1742,1041,1611,1613,1615,1616
1144,1378,1417,1455,1565,1566,1567,1568,1571,1603,1604
1145,1415,1452,1642,1682,2975,2307,2308,2343,2345,2382
1146,1324,1399,1476,1628,1742,982,1020,1058,1096,1134
1147,1514,1552,487,869,906,1210,1248,1286,1324,1476
1148,1377,1039,1042,1043,1045,1046,1047,1048,1050,1051
1149,263,303,304,340,341,342,379,454,225,227
1150,972,1012,1201,1202,1203,1204,1238,1239,1240,1241
1151,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1152,603,718,1098,1099,1136,1253,1287,1289,1290,1291
1153,2048,2124,759,946,1021,1022,1023,1026,1059,1060
1154,1098,1099,1136,1253,1287,1289,1290,1291,1292,1325
1155,341,379,454,488,525,526,527,528,529,531
1156,229,267,268,896,897,898,952,990,496,130
1157,972,1012,1201,1202,1203,1204,1238,1239,1240,1241
1158,32,34,35,37,38,68,74,114,263,303
1159,1098,1099,1136,1253,1287,1289,1290,1291,1292,1325
1160,1037,847,885,924,961,962,998,1001,1002,1038
1161,1902,1905,1942,1943,2056,2208,1331,1333,1369,1370
1162,1098,1099,1136,1253,1287,1289,1290,1291,1292,1325
1163,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1164,2711,2718,2673,2674,2675,2717,936,937,974,975
1165,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1166,602,640,487,569,679,682,2692,2693,2696,2732
1167,2605,2604,2644,708,742,671,709,746,1074,2296
1168,559,595,596,561,636,671,709,520,558,594
1169,1742,2431,2467,2468,2469,2505,2507,2508,2543,2544
1170,517,559,595,596,364,365,366,367,403,404
1171,291,328,364,365,366,367,403,404,405,442
1172,1415,1452,1490,1491,1492,1493,1495,1528,1529,1530
1173,613,649,651,688,689,690,764,989,991,992
1174,1027,1293,1179,1031,1255,1256,1257,1294,1295,1296
1175,874,909,1135,1137,1139,1140,1173,1174,1177,1178
1176,1324,1476,1628,982,1020,1058,1096,1134,1098,1099
1177,1399,1742,1175,1176,1212,1213,1214,1216,1250,1251
1178,640,718,793,798,2315,2316,2318,2353,2354,2356
1179,1514,1552,487,869,906,1210,1248,1286,1324,1476
1180,1037,1044,2117,2182,2183,2217,2221,2222,2224,2225
1181,449,263,303,304,340,341,342,379,454,298
1182,19,52,54,60,32,34,35,37,38,68
1183,291,328,364,365,366,367,403,404,405,442
1184,603,718,2048,2124,642,646,679,681,682,717
1185,900,1283,1814,1815,1205,1243,865,901,902,903
1186,162,164,129,161,163,204,206,3012,126,552
1187,2725,148,184,185,224,1175,1176,1212,1213,1214
1188,874,909,1135,1137,1139,1140,1173,1174,1177,1178
1189,869,906,1210,1248,1286,830,868,982,1020,1058
1190,341,379,454,488,525,526,527,528,529,531
1191,1098,1099,1136,1253,1287,1289,1290,1291,1292,1325
1192,1028,1031,951,1027,1293,989,991,992,993,1030
1193,1029,1044,1068,1106,2117,2182,2183,2217,2221,2222
1194,263,303,304,340,341,342,379,454,793,798
1195,1205,1243,1167,1206,1207,1245,1282,1586,2994,972
1196,2431,2467,2468,2469,2505,2507,2508,2543,2544,2546
1197,875,913,951,1791,1901,1903,1904,2960,761,799
1198,1260,1297,1336,972,1012,1201,1202,1203,1204,1238
1199,188,190,228,2804,2809,2847,185,224,1175,1176
1200,2781,2782,2820,2825,2826,2775,2813,2815,2852,2853
1201,2433,2510,2511,2512,2547,2550,2357,2359,2395,2396
1202,1031,989,991,992,993,1030,929,931,933,953
1203,1205,1243,1167,1206,1207,1245,1282,1586,2994,972
1204,1377,1013,1052,1091,1128,1129,1358,1395,1397,1433
1205,1205,1243,520,558,633,670,672,1167,1206,1207
1206,2767,2773,2768,2772,2695,2698,2735,2984,2689,2690
1207,1167,1206,1207,1245,1282,1586,2994,926,958,293
1208,1205,1243,1490,1491,1492,1493,1495,1528,1529,1530
1209,972,1012,1201,1202,1203,1204,1238,1239,1240,1241
1210,1169,1208,1283,1588,1814,1815,1853,1891,1929,828
1211,1962,1964,1878,1879,1881,1918,1919,1920,1921,1922
1212,1324,1476,1628,1098,1099,1136,1253,1287,1289,1290
1213,603,718,2048,2124,642,646,679,681,682,717
1214,1399,1475,1513,1323,1361,1438,1514,1552,1626,1627
1215,263,303,304,340,341,342,379,454,225,227
1216,1205,1243,520,558,633,670,672,1167,1206,1207
1217,305,343,345,381,382,384,420,496,2978,285
1218,2725,148,184,185,224,1855,2730,2734,2770,2957
1219,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1220,1510,1549,1587,1205,1243,1508,1536,1546,1260,1396
1221,184,1855,2957,187,189,226,874,909,1135,1137
1222,972,1012,1201,1202,1203,1204,1238,1239,1240,1241
1223,2604,2644,83,2598,2601,2642,2643,2645,2682,2404
1224,741,778,811,671,709,1396,1434,1472,813,843
1225,1508,1536,1546,927,1035,1232,1233,1234,1271,1272
1226,1179,1028,1065,1066,1103,1104,1141,1142,1143,1180
1227,1413,1564,1451,1489,1527,1779,2383,3004,1339,1378
1228,1514,1552,869,906,1210,1248,1286,1324,1476,1628
1229,162,164,119,120,122,123,157,158,196,129
1230,2664,2665,2666,2701,2702,2703,2704,2706,2707,2741
1231,32,34,35,37,38,68,74,114,2937,31
1232,449,298,296,297,299,301,336,338,339,377
1233,1494,1497,1535,1510,1549,1587,1490,1491,1492,1493
1234,1217,1332,1293,1331,1333,1369,1370,1371,1373,1374
1235,1396,1434,1472,1377,1343,1420,1431,1456,1459,1321
1236,363,400,401,402,437,439,440,441,475,476
1237,640,718,793,798,2315,2316,2318,2353,2354,2356
1238,603,718,2048,2124,642,646,679,681,682,717
1239,2315,2316,2318,2353,2354,2356,759,795,796,797
1240,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1241,2597,2604,2636,2638,2639,2644,2679,2680,2681,2939
1242,364,365,366,367,403,404,405,442,443,478
1243,989,991,992,993,1030,953,996,1028,1032,1807
1244,1807,1838,1839,1840,1841,1845,1847,1851,1852,1880
1245,314,899,231,247,306,308,311,323,325,326
1246,679,682,2733,2968,32,34,35,37,38,68
1247,295,2963,2725,183,220,259,296,487,829,867
1248,344,250,281,283,284,309,318,305,343,345
1249,587,617,618,619,620,621,623,624,657,658
1250,1098,1099,1136,1253,1287,1289,1290,1291,1292,1325
1251,640,1514,1552,2315,2316,2318,2353,2354,2356,602
1252,1205,1243,1508,1536,1546,1510,1549,1587,523,1396
1253,1013,1052,1091,1128,1129,1358,1395,1397,1433,1623
1254,162,164,83,119,120,122,123,157,158,196
1255,1205,1243,1260,1167,1206,1207,1245,1282,1586,2994
1256,305,343,345,381,382,384,420,2978,306,344
1257,2431,2467,2468,2469,2505,2507,2508,2543,2544,2546
1258,951,285,344,1031,1753,1789,1790,1977,2015,953
1259,1028,1065,1066,1103,1104,1141,1142,1143,1180,1181
1260,1205,1243,1167,1179,1206,1207,1245,1282,1586,2994
1261,2004,2998,1014,1015,1055,1092,1130,1131,1168,1435
1262,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1263,869,906,1210,1248,1286,830,868,982,1020,1058
1264,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1265,488,525,526,527,528,529,531,564,565,566
1266,2565,708,742,2142,2445,2484,2485,2486,2487,2523
1267,609,647,875,913,1941,1978,2054,2055,2091,2092
1268,759,2389,2391,2392,2393,2394,2470,2930,3006,718
1269,2117,2182,2183,2217,2221,2222,2224,2225,2226,2257
1270,2598,2601,2642,2643,2645,2682,2518,2519,2520,2559
1271,1098,1099,1136,1253,1287,1289,1290,1291,1292,1325
1272,92,481,517,559,595,596,84,85,87,118
1273,151,341,379,454,488,525,526,527,528,529
1274,671,709,635,637,673,674,707,710,2603,559
1275,1811,1883,1887,1888,1924,1926,1890,1928,2193,1855
1276,1510,1549,1587,1205,1243,1508,1536,1546,1396,1434
1277,2725,829,867,2730,2734,2770,602,754,792,830
1278,1396,1434,1472,1377,1343,1420,1431,1456,1459,1321
1279,989,991,992,993,1030,953,996,1028,1032,1775
1280,804,1343,1420,1431,1456,1459,1074,587,617,618
1281,1962,1964,2004,2998,1014,1015,1055,1092,1130,1131
1282,936,937,974,975,782,783,784,816,821,850
1283,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1284,1811,1883,1887,1888,1924,1926,2972,1451,1489,1527
1285,1759,1760,1796,1798,482,1167,1206,1207,1245,1282
1286,1324,1476,1628,449,754,792,982,1020,1058,1096
1287,2651,1791,1901,1903,1904,2960,2689,2690,2725,2726
1288,1321,1377,523,671,709,1014,1015,1055,1074,1092
1289,900,1283,1814,1815,1205,1243,1260,865,901,902
1290,1014,1015,1055,1092,1130,1131,1168,1435,1739,1019
1291,1811,1883,1887,1888,1924,1926,1807,1838,1839,1840
1292,3028,2748,2751,2752,2758,2760,2790,2791,2794,2982
1293,1205,1243,934,520,558,633,670,672,1167,1206
1294,603,2695,2698,2735,2984,642,646,679,682,2692
1295,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
1296,161,163,204,206,3012,593,632,95,131,132
1297,1175,1176,1212,1213,1214,1216,1250,1251,1252,1254
