,twi,Mdr49,knrl,rau,Ama,CG8147,mfas,lok,toc,hkb
930,2893,2897,2903,2923,2908,2892,2913,2899,2889,2906
931,2908,2905,2893,2923,2889,2892,2897,2903,2890,2920
932,3019,33,6,4,16,2,11,2937,14,9
933,2908,2905,2923,2925,2920,2903,2913,2921,2897,2924
934,3019,33,2937,16,30,36,6,4,11,38
935,4,6,2,9,11,2974,3,3019,14,33
936,2893,2903,2923,2897,2908,2892,2913,2899,2906,2920
937,3019,2908,4,6,33,2905,2,2889,2892,2893
938,2908,2905,2923,2893,2903,2925,2897,2920,2889,2892
939,4,2,6,3,9,2974,3019,11,14,33
940,2908,2905,2889,2893,2923,2892,2897,2903,2890,2851
941,2923,2920,2925,2908,2913,2903,2905,2921,2897,2916
942,4,6,2,3019,3,9,11,2974,33,14
943,2851,2891,2853,2852,2890,2854,2,4,2813,2855
944,3019,33,6,16,4,2937,11,14,30,2
945,3019,33,2937,16,30,6,36,4,11,38
946,2890,2891,2851,2889,2894,2854,2853,2892,2895,2855
947,2891,2890,2851,2889,2854,2853,2894,2895,2855,2892
948,2890,2891,2851,2889,2894,2892,2853,2854,2895,2852
949,2905,2908,2923,2925,2920,2903,2913,2926,2924,2921
950,2905,2908,2923,2925,2920,2903,2913,2921,2926,2897
951,33,3019,2937,16,30,36,22,11,14,6
952,2908,2905,2889,2892,2893,2890,2851,2923,2897,2891
953,4,6,2,3019,11,9,33,3,2974,14
954,2908,2905,2923,2893,2889,2892,2897,2903,2890,2920
955,3019,33,6,16,4,11,2937,14,30,2
956,2908,2905,2889,2893,2892,2890,2851,2923,2897,2891
957,2905,2908,2923,2925,2920,2903,2913,2921,2897,2924
958,4,2,6,3,9,2974,11,7,42,14
959,2905,2925,2908,2923,2920,2921,2924,2913,2926,2903
960,33,3019,2937,16,30,36,22,38,11,14
961,2851,2891,2890,2853,2852,2889,2854,2894,2855,2813
962,2908,2905,2923,2893,2903,2897,2892,2920,2889,2925
963,2851,2891,2890,2853,2889,2854,2852,2894,2855,2895
964,2889,2908,2851,2890,2892,2891,2893,2905,2894,2897
965,4,6,2,9,3,2974,11,3019,14,33
966,2925,2923,2908,2920,2905,2913,2921,2924,2903,2926
967,3019,33,6,16,4,11,2937,14,2,30
968,2905,2908,2923,2925,2920,2913,2903,2921,2924,2926
969,2905,2908,2925,2923,2920,2924,2926,2921,2913,2903
970,2925,2920,2923,2908,2905,2921,2924,2913,2926,2916
971,2851,2891,2890,2853,2854,2852,2889,2855,2894,2895
972,2890,2891,2851,2889,2854,2894,2853,2892,2895,2855
973,4,6,2,11,9,3019,2974,3,33,14
974,2908,2905,2923,2893,2889,2892,2897,2903,2920,2890
975,4,2,6,9,3,2974,11,3019,14,7
976,4,2,6,3,9,3019,2974,11,33,14
977,4,6,2,9,11,2974,3019,3,14,33
978,2851,2891,2890,2852,2853,2854,2889,2813,2894,2855
979,4,2,6,9,3,2974,11,3019,14,7
980,2908,2889,2892,2905,2890,2893,2851,2891,2897,2894
981,3019,33,16,6,2937,4,30,11,36,14
982,2889,2892,2890,2893,2894,2891,2897,2896,2851,2899
983,3019,33,16,6,2937,4,11,30,36,14
984,2905,2908,2923,2925,2920,2903,2913,2926,2924,2921
985,2908,2889,2892,2890,2893,2851,2891,2905,2894,2897
986,4,6,2,3019,11,9,33,2974,3,14
987,2923,2925,2920,2908,2913,2903,2905,2921,2916,2924
988,2908,2923,2905,2903,2920,2925,2897,2913,2893,2906
989,2905,2908,2923,2925,2920,2913,2921,2903,2924,2926
990,2908,2893,2923,2892,2889,2905,2897,2903,2890,2899
991,6,4,3019,33,11,2,16,14,9,2974
992,2908,2889,2892,2893,2905,2890,2897,2891,2851,2923
993,2923,2908,2903,2920,2913,2925,2897,2893,2905,2906
994,2891,2890,2851,2889,2854,2853,2894,2895,2855,2892
995,2908,2889,2851,2890,2891,2892,2905,2893,2894,2852
996,2925,2920,2924,2921,2923,2926,2905,2908,2913,2916
997,33,3019,2937,30,16,36,38,22,11,14
998,33,3019,2937,16,30,36,6,11,22,14
999,3019,33,2937,16,30,36,6,11,4,38
1000,4,6,2,9,2974,11,3,3019,14,33
1001,2925,2920,2923,2921,2924,2913,2916,2926,2908,2903
1002,2893,2892,2897,2903,2889,2923,2899,2908,2896,2902
1003,2925,2920,2921,2924,2923,2926,2913,2916,2905,2908
1004,33,3019,2937,16,30,36,22,11,6,38
1005,2890,2889,2851,2891,2892,2894,2893,2853,2854,2852
1006,2908,2889,2892,2893,2905,2890,2851,2891,2897,2923
1007,2889,2890,2892,2891,2851,2893,2894,2908,2897,2896
1008,3019,33,16,6,2937,4,11,30,14,36
1009,3019,33,16,2937,6,30,36,4,11,14
1010,2925,2920,2921,2923,2924,2913,2916,2926,2908,2905
1011,2893,2897,2903,2923,2892,2908,2913,2899,2906,2889
1012,2905,2908,2925,2923,2920,2921,2924,2913,2926,2903
1013,2905,2908,2925,2923,2920,2926,2924,2921,2913,2903
1014,3019,33,6,16,4,11,2937,14,30,2
1015,4,6,2,3019,9,11,3,2974,33,14
1016,2923,2925,2920,2908,2913,2905,2903,2921,2924,2916
1017,3019,4,6,33,2,11,16,3,9,14
1018,3019,33,2937,30,36,16,38,22,6,11
1019,33,3019,2937,16,30,36,22,11,14,6
1020,4,2,6,3019,3,9,11,2974,33,14
1021,2908,2923,2905,2925,2920,2903,2913,2897,2893,2921
1022,2890,2891,2851,2889,2854,2894,2853,2892,2895,2855
1023,3019,4,6,2,33,11,16,3,9,14
1024,3019,33,6,4,2,11,16,14,9,2937
1025,2908,2905,2923,2893,2903,2925,2897,2920,2892,2889
1026,2891,2890,2851,2889,2854,2853,2894,2892,2895,2852
1027,2890,2851,2891,2889,2892,2894,2853,2854,2852,2895
1028,2908,2905,2889,2893,2892,2890,2923,2897,2851,2891
1029,3019,4,2,6,33,3,11,9,2974,16
1030,2893,2892,2889,2897,2899,2894,2890,2896,2903,2902
1031,2923,2908,2925,2920,2905,2913,2903,2921,2924,2897
1032,2893,2892,2889,2897,2899,2894,2890,2903,2896,2908
1033,2889,2892,2893,2890,2894,2897,2896,2899,2891,2903
1034,3019,33,6,16,4,11,14,2937,9,2
1035,2890,2891,2889,2851,2894,2892,2854,2895,2855,2853
1036,2889,2892,2890,2893,2894,2891,2896,2899,2897,2895
1037,3019,33,16,6,4,2937,11,14,30,2
1038,2851,2889,2890,2908,2891,2892,2893,2852,2894,2853
1039,2889,2892,2890,2893,2891,2894,2851,2908,2897,2896
1040,2908,2889,2905,2892,2893,2890,2851,2891,2897,2923
1041,2889,2890,2892,2908,2851,2893,2891,2894,2897,2905
1042,2851,2891,2890,2853,2889,2854,2852,2894,2855,2895
1043,3019,33,16,6,2937,4,11,30,36,14
1044,4,2,6,9,3,2974,11,3019,14,7
1045,2889,2908,2851,2890,2892,2891,2893,2905,2894,2897
1046,2905,2908,2923,2925,2920,2913,2903,2921,2924,2926
1047,3019,33,16,6,2937,4,11,30,14,36
1048,2851,2891,2890,2889,2853,2852,2854,2894,2892,2813
1049,3019,33,2937,16,30,36,6,11,4,38
1050,2889,2890,2892,2851,2891,2893,2908,2894,2897,2896
1051,2923,2908,2925,2920,2905,2913,2903,2921,2897,2924
1052,2925,2920,2924,2921,2923,2905,2926,2908,2913,2916
1053,2890,2891,2851,2889,2894,2892,2854,2853,2895,2855
1054,4,2,6,3,3019,9,2974,11,33,14
1055,2908,2889,2890,2892,2851,2893,2891,2905,2894,2897
1056,2889,2892,2890,2893,2894,2891,2896,2897,2899,2895
1057,2925,2920,2921,2924,2923,2913,2926,2916,2908,2905
1058,2908,2889,2893,2892,2890,2897,2905,2923,2903,2894
1059,2893,2892,2889,2897,2890,2894,2899,2903,2896,2908
1060,2851,2891,2890,2889,2853,2854,2894,2892,2852,2895
1061,2908,2889,2893,2892,2897,2890,2923,2903,2894,2905
1062,2893,2903,2923,2897,2908,2913,2892,2906,2920,2899
1063,2908,2905,2923,2893,2897,2889,2903,2892,2920,2925
1064,2925,2920,2923,2908,2905,2921,2924,2913,2926,2916
1065,2908,2905,2923,2893,2889,2897,2892,2903,2920,2925
1066,2890,2891,2851,2889,2894,2854,2853,2892,2895,2855
1067,33,3019,2937,16,30,36,22,11,6,14
1068,3019,33,4,6,2,16,11,3,9,2937
1069,2908,2905,2923,2893,2903,2897,2920,2925,2892,2889
1070,2851,2891,2890,2853,2854,2852,2889,2894,2855,2895
1071,3019,33,16,6,2937,4,11,30,14,36
1072,2908,2889,2892,2905,2893,2890,2851,2891,2897,2894
1073,2890,2891,2889,2851,2894,2892,2854,2895,2853,2855
1074,3019,33,6,4,16,11,2937,14,2,30
1075,2905,2908,2923,2893,2925,2903,2920,2897,2889,2892
1076,2893,2897,2903,2923,2908,2892,2913,2899,2889,2906
1077,2890,2889,2891,2892,2894,2851,2895,2854,2896,2893
1078,2893,2897,2892,2908,2903,2923,2889,2899,2896,2913
1079,2851,2891,2890,2889,2853,2854,2852,2894,2892,2855
1080,3019,33,16,6,4,2937,11,14,30,22
1081,2890,2889,2891,2892,2894,2893,2851,2896,2895,2899
1082,2908,2889,2892,2905,2893,2890,2851,2891,2897,2894
1083,2905,2908,2923,2925,2920,2913,2903,2921,2924,2926
1084,2908,2889,2892,2893,2890,2905,2897,2891,2851,2923
1085,2923,2925,2920,2908,2913,2903,2905,2921,2916,2924
1086,2851,2891,2890,2852,2853,2854,2889,2813,2894,2855
1087,2905,2908,2923,2925,2920,2903,2893,2897,2913,2926
1088,2905,2908,2923,2925,2920,2903,2893,2897,2913,2921
1089,2925,2924,2921,2920,2926,2923,2916,2913,2917,2922
1090,2893,2897,2903,2923,2892,2908,2899,2913,2889,2906
1091,3019,4,6,2,33,11,3,9,16,2974
1092,3019,33,6,16,4,11,2937,14,2,30
1093,2925,2920,2923,2921,2924,2913,2916,2926,2908,2905
1094,2890,2889,2891,2892,2894,2851,2893,2895,2896,2854
1095,4,6,2,9,2974,3,11,3019,14,7
1096,2890,2891,2851,2889,2894,2892,2854,2853,2895,2855
1097,2905,2908,2923,2925,2920,2926,2924,2921,2913,2903
1098,2851,2891,2,2852,4,2853,2890,2854,6,2813
1099,2893,2897,2903,2923,2892,2908,2913,2899,2906,2889
1100,2908,2905,2889,2893,2892,2923,2890,2851,2897,2891
1101,33,3019,16,2937,30,36,22,11,14,6
1102,2905,2908,2923,2925,2920,2903,2913,2926,2924,2921
1103,4,2,6,3,9,3019,2974,11,33,14
1104,2905,2908,2923,2925,2920,2903,2913,2921,2926,2924
1105,2908,2905,2923,2893,2903,2897,2925,2889,2920,2892
1106,2908,2889,2905,2892,2893,2890,2851,2891,2897,2923
1107,3019,33,16,2937,6,30,11,14,4,36
1108,4,6,2,11,9,3019,2974,14,3,33
1109,2905,2908,2925,2923,2920,2924,2926,2921,2913,2903
1110,4,2,6,9,3,2974,11,3019,14,33
1111,2908,2889,2905,2851,2892,2890,2893,2891,2897,2894
1112,2905,2908,2923,2925,2920,2903,2913,2897,2893,2921
1113,2925,2920,2921,2924,2923,2926,2913,2905,2916,2908
1114,2925,2920,2923,2921,2913,2924,2916,2908,2903,2905
1115,3019,33,16,6,2937,4,11,30,14,36
1116,2908,2905,2923,2889,2893,2892,2897,2903,2890,2920
1117,2908,2923,2905,2920,2925,2903,2913,2897,2893,2906
1118,4,2,6,9,3,2974,11,3019,14,7
1119,4,2,6,9,3,2974,11,3019,14,7
1120,2890,2891,2851,2889,2894,2854,2892,2895,2853,2855
1121,2908,2889,2905,2892,2893,2890,2851,2891,2897,2923
1122,33,3019,2937,30,16,36,38,22,11,14
1123,2851,2891,2890,2853,2852,2889,2854,2894,2813,2892
1124,4,6,2,3019,11,9,33,3,2974,14
1125,2892,2893,2889,2897,2890,2894,2899,2896,2903,2908
1126,4,2,6,3019,3,9,2974,11,33,42
1127,3019,33,6,16,4,2937,11,14,30,2
1128,4,6,2,3019,11,33,9,14,16,2974
1129,2905,2908,2923,2925,2920,2903,2913,2897,2921,2893
1130,2908,2905,2923,2893,2897,2903,2892,2889,2920,2913
1131,2908,2923,2903,2920,2925,2913,2905,2897,2893,2906
1132,2905,2908,2925,2923,2920,2924,2926,2921,2913,2903
1133,2905,2908,2923,2925,2920,2913,2926,2924,2921,2903
1134,2925,2920,2923,2908,2905,2921,2913,2924,2903,2916
1135,2925,2920,2923,2908,2913,2921,2905,2924,2903,2916
1136,2908,2905,2923,2893,2903,2897,2920,2925,2892,2913
1137,2893,2892,2889,2897,2890,2894,2899,2903,2896,2908
1138,2889,2890,2892,2893,2891,2908,2851,2894,2897,2896
1139,2908,2905,2923,2893,2897,2903,2889,2892,2920,2925
1140,6,3019,33,4,11,16,14,9,2,2937
1141,2890,2891,2889,2851,2894,2892,2854,2895,2853,2855
1142,2908,2923,2905,2893,2903,2897,2892,2920,2913,2889
1143,2908,2905,3019,2923,2889,2893,2892,2897,33,2903
1144,3019,33,16,6,2937,4,11,30,36,14
1145,2908,2905,2889,2893,2892,2923,2897,2890,2903,2851
1146,2851,2891,2890,2853,2854,2852,2855,2889,2894,2895
1147,2890,2891,2851,2889,2892,2894,2853,2854,2895,2852
1148,3019,33,2937,16,30,36,38,6,11,22
1149,2890,2891,2851,2889,2894,2892,2854,2853,2895,2855
1150,2908,2905,2889,2893,2892,2890,2923,2851,2897,2891
1151,2851,2891,2890,2852,2853,2854,2813,2889,2855,2815
1152,2890,2889,2891,2892,2894,2893,2851,2896,2895,2899
1153,2891,2890,2851,2854,2889,2853,2894,2855,2895,2852
1154,2851,2891,2890,2853,2854,2852,2889,2894,2855,2895
1155,2851,2891,2890,2852,2853,2854,2889,2813,2894,2855
1156,2923,2920,2925,2913,2903,2908,2921,2916,2906,2924
1157,2908,2905,2923,2893,2889,2897,2903,2892,2925,2920
1158,2893,2892,2889,2897,2890,2894,2899,2896,2903,2908
1159,4,2,6,9,3,2974,11,3019,14,33
1160,3019,4,6,33,2,11,16,9,3,14
1161,33,3019,2937,16,30,36,22,11,14,6
1162,2851,2891,2890,2853,2852,2854,2889,2855,2894,2813
1163,2851,2891,2890,2889,2853,2854,2852,2894,2892,2895
1164,2908,2905,2923,2893,2889,2892,2897,2903,2890,2920
1165,2851,2891,2890,2889,2853,2852,2854,2892,2894,2895
1166,2889,2890,2892,2894,2891,2893,2896,2895,2851,2899
1167,2908,2905,2923,2893,2897,2903,2889,2892,2920,2925
1168,2908,2905,2893,2923,2889,2892,2897,2903,2890,2920
1169,2851,2891,2890,2853,2854,2852,2889,2894,2855,2895
1170,2908,2893,2923,2905,2897,2892,2903,2889,2920,2913
1171,2908,2905,2923,2893,2897,2903,2892,2889,2920,2925
1172,2905,2908,2925,2923,2920,2924,2921,2926,2913,2903
1173,33,3019,16,2937,30,36,6,11,22,14
1174,2905,2925,2908,2923,2920,2924,2921,2926,2913,2903
1175,4,6,2,9,11,3019,2974,3,14,33
1176,2891,2851,2890,2889,2854,2853,2894,2852,2895,2855
1177,4,2,6,3,9,2974,11,3019,42,14
1178,2890,2891,2889,2851,2892,2894,2895,2854,2893,2853
1179,2890,2889,2891,2892,2894,2851,2895,2893,2896,2854
1180,2905,2908,2923,2925,2920,2903,2913,2897,2893,2921
1181,2893,2892,2889,2897,2899,2903,2890,2894,2908,2896
1182,2923,2893,2903,2897,2908,2913,2892,2920,2906,2899
1183,2908,2923,2905,2893,2897,2903,2892,2889,2920,2913
1184,2851,2891,2890,2889,2853,2854,2894,2852,2892,2895
1185,2905,2908,2925,2923,2920,2921,2924,2913,2926,2903
1186,2908,2923,2905,2920,2903,2925,2913,2897,2893,2906
1187,2889,2892,2890,2893,2894,2891,2896,2899,2897,2895
1188,2851,2891,2890,2853,2852,2854,2889,2894,2855,2813
1189,2890,2891,2851,2889,2894,2892,2854,2853,2895,2855
1190,2890,2889,2891,2892,2894,2851,2893,2896,2895,2854
1191,4,6,2,3019,11,9,33,3,2974,14
1192,2925,2920,2921,2924,2923,2926,2913,2916,2917,2908
1193,2905,2908,2923,2925,2920,2913,2903,2921,2924,2926
1194,2893,2892,2889,2897,2903,2899,2890,2894,2908,2896
1195,2908,2905,2923,2893,2889,2892,2897,2903,2925,2920
1196,6,4,11,3019,2,33,9,14,16,2974
1197,33,3019,2937,30,16,36,22,38,14,11
1198,3019,33,6,4,16,2,11,2937,14,30
1199,6,4,3019,33,11,16,14,2,9,2974
1200,33,3019,16,2937,30,11,6,14,22,36
1201,33,3019,16,2937,30,6,11,36,14,22
1202,2925,2920,2905,2923,2908,2924,2921,2926,2913,2916
1203,2908,2905,2923,2893,2889,2892,2897,2903,2920,2890
1204,2908,2905,2923,2893,2889,2892,2897,2903,2920,2925
1205,2908,2905,2893,2923,2889,2892,2897,2903,2890,2920
1206,3019,6,33,4,11,16,14,2,9,2937
1207,2908,2889,2892,2890,2851,2893,2905,2891,2897,2894
1208,2908,2905,2923,2893,2889,2897,2892,2903,2925,2920
1209,2908,2889,2905,2892,2893,2890,2851,2891,2897,2923
1210,2925,2920,2923,2905,2908,2921,2924,2913,2926,2916
1211,3019,33,16,2937,6,30,4,36,11,14
1212,4,2,6,9,3,2974,11,3019,14,33
1213,2890,2889,2891,2892,2894,2851,2893,2895,2896,2854
1214,2889,2892,2893,2890,2894,2897,2899,2896,2891,2903
1215,2893,2892,2889,2897,2890,2894,2899,2903,2896,2908
1216,2908,2905,2923,2893,2903,2897,2925,2920,2889,2892
1217,2923,2908,2925,2920,2905,2913,2903,2921,2924,2916
1218,2893,2892,2889,2897,2899,2903,2894,2896,2890,2923
1219,6,4,3019,33,11,2,16,14,9,2974
1220,2905,2908,2923,2893,2903,2925,2897,2920,2889,2892
1221,2851,2891,2890,2853,2854,2889,2852,2894,2855,2895
1222,2908,2905,2923,2893,2903,2897,2889,2892,2925,2920
1223,3019,33,16,6,2937,11,4,30,14,36
1224,2905,2908,2923,2925,2920,2913,2903,2921,2924,2926
1225,2908,2905,2889,2923,2893,2892,2897,2903,2890,2920
1226,2925,2920,2921,2924,2923,2926,2913,2916,2908,2905
1227,2908,2905,2893,2889,2923,2892,2897,2903,2890,2894
1228,4,6,2,9,3,2974,11,3019,14,7
1229,2923,2920,2908,2925,2913,2903,2897,2905,2906,2921
1230,33,3019,2937,30,36,16,38,22,11,24
1231,2893,2897,2903,2923,2892,2908,2913,2899,2889,2906
1232,2893,2892,2889,2897,2890,2894,2899,2903,2896,2908
1233,2908,2905,2923,2893,2889,2892,2897,2903,2890,2920
1234,33,3019,2937,30,36,16,38,22,11,14
1235,2908,2905,2889,2893,2923,2892,2897,2903,2890,2891
1236,2908,2905,2923,2903,2893,2920,2897,2925,2913,2892
1237,2923,2903,2893,2897,2908,2913,2920,2892,2906,2899
1238,2889,2890,2892,2891,2894,2893,2851,2896,2895,2899
1239,2889,2890,2891,2851,2892,2893,2894,2853,2854,2908
1240,4,2,6,9,3,2974,11,3019,14,33
1241,3019,33,6,4,16,11,2937,14,2,9
1242,2908,2923,2905,2893,2903,2897,2920,2892,2913,2925
1243,2925,2920,2923,2921,2924,2926,2905,2908,2913,2916
1244,3019,33,16,6,2937,4,11,30,14,36
1245,2923,2908,2925,2920,2905,2913,2903,2921,2897,2916
1246,2889,2890,2891,2851,2892,2894,2893,2895,2853,2896
1247,2893,2892,2889,2897,2903,2908,2899,2923,2894,2896
1248,2925,2923,2920,2913,2908,2921,2903,2905,2924,2916
1249,2908,2905,2923,2925,2920,2903,2913,2897,2893,2921
1250,2890,2891,2889,2851,2894,2892,2895,2854,2855,2853
1251,2851,2891,2890,2889,2853,2854,2894,2852,2892,2895
1252,2908,2905,2923,2925,2920,2903,2913,2897,2893,2921
1253,2905,2908,2923,2925,2920,2903,2893,2897,2913,2892
1254,2923,2908,2920,2925,2903,2913,2905,2897,2893,2906
1255,2905,2908,2923,2925,2920,2903,2913,2897,2893,2921
1256,2923,2925,2920,2913,2908,2903,2921,2916,2924,2905
1257,6,4,3019,11,33,2,16,14,9,2974
1258,2925,2920,2921,2923,2924,2913,2916,2926,2908,2905
1259,2925,2920,2924,2921,2923,2926,2905,2908,2913,2916
1260,2908,2905,2889,2893,2892,2923,2897,2890,2903,2851
1261,3019,33,2937,30,16,36,38,6,11,22
1262,3019,4,6,2,33,3,11,9,2974,16
1263,4,6,3019,2,11,33,9,14,16,2974
1264,2889,2892,2893,2890,2894,2897,2896,2899,2891,2895
1265,2889,2890,2892,2891,2894,2893,2896,2851,2895,2899
1266,3019,33,6,16,4,11,2937,14,2,30
1267,33,3019,16,2937,30,11,6,36,14,22
1268,4,6,2,11,3019,9,33,14,2974,16
1269,3019,4,6,33,2,11,16,9,14,3
1270,3019,33,6,4,16,11,14,2,2937,9
1271,2851,2891,2890,2853,2852,2854,2889,2813,2855,2894
1272,2908,2905,2923,2893,2903,2897,2892,2889,2920,2925
1273,2851,2891,2890,2889,2853,2854,2852,2894,2892,2895
1274,2908,2893,2889,2892,2923,2897,2905,2903,2890,2899
1275,2908,2889,2890,2892,2851,2893,2891,2905,2894,2897
1276,3019,33,6,16,2937,4,30,11,36,2
1277,2893,2897,2903,2923,2892,2908,2899,2913,2889,2906
1278,2908,2889,2905,2892,2893,2890,2851,2891,2897,2923
1279,2891,2851,2890,2854,2853,2889,2852,2894,2855,2895
1280,2905,2908,2925,2923,2920,2924,2926,2921,2913,2903
1281,3019,33,6,4,16,11,2937,2,14,30
1282,3019,33,6,4,16,11,2937,14,2,30
1283,2891,2890,2851,2854,2889,2853,2894,2855,2895,2852
1284,3019,33,6,4,16,11,2,2937,14,9
1285,2905,2908,2923,2925,2920,2903,2893,2897,2913,2921
1286,4,6,2,3019,9,3,11,2974,33,14
1287,2851,2891,2890,2889,2852,2853,2892,2854,2894,2813
1288,2905,2908,2923,2925,2893,2903,2920,2897,2892,2913
1289,2908,2905,2889,2892,2893,2890,2851,2891,2923,2897
1290,2905,2908,2925,2923,2920,2926,2924,2921,2913,2903
1291,3019,33,6,4,16,11,2,2937,14,9
1292,3019,33,6,16,4,11,14,2937,2,9
1293,2908,2905,2923,2893,2889,2892,2897,2903,2920,2925
1294,2889,2890,2892,2891,2894,2893,2851,2896,2895,2899
1295,4,2,6,9,3,2974,11,3019,14,7
1296,2908,2923,2920,2903,2925,2905,2913,2897,2893,2906
1297,2889,2890,2892,2891,2894,2851,2893,2896,2895,2899
