,Ama,Ance,CG43394,CG8147,cnc,croc,Cyp310a1,D,Doc2,E(spl)m5-HLH
1028,1013,1052,1128,1129,900,977,1015,1091,3004,927
1029,1303,1381,1397,1419,2343,2345,1010,1206,1207,1231
1030,148,151,184,185,187,189,222,223,224,225
1031,343,381,382,383,385,419,420,421,422,423
1032,336,337,412,340,297,335,374,375,411,73
1033,341,379,377,414,415,416,417,418,450,451
1034,525,602,2557,2594,2595,2597,2636,2939,601,638
1035,2938,758,795,947,948,949,986,987,988,1023
1036,341,379,340,377,414,415,416,417,418,450
1037,1831,1869,1870,1872,1907,1908,1909,1910,1911,1912
1038,1283,2160,2383,868,1210,1248,1286,901,938,939
1039,679,680,681,683,717,718,719,721,755,792
1040,1325,1363,1364,1401,1667,1704,1705,1742,525,527
1041,947,948,949,986,987,988,1023,1024,1025,1026
1042,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1043,865,979,1016,1093,1739,2081,770,863,903,961
1044,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1045,637,784,2941,826,3029,597,599,633,634,635
1046,806,809,889,597,599,633,634,635,636,660
1047,1867,1868,1905,1906,1943,1944,1946,1948,1950,1981
1048,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1049,621,551,588,617,618,619,660,693,694,696
1050,676,677,639,678,716,753,790,714,752,789
1051,121,123,129,130,131,160,161,162,163,164
1052,991,1027,1028,1029,1065,1066,1067,1103,1104,1105
1053,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1054,680,681,683,717,718,719,721,759,794,796
1055,831,1741,1013,1052,1076,1080,1114,1117,1120,1121
1056,377,414,415,416,417,418,450,451,452,453
1057,989,913,915,951,952,953,990,992,1030,1031
1058,134,170,171,207,209,210,211,244,245,246
1059,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1060,1706,1626,1740,759,796,797,832,985,1097,1668
1061,485,524,525,602,639,678,716,753,790,487
1062,32,34,35,37,68,74,114,181,259,260
1063,2941,675,709,711,747,748,749,786,787,824
1064,687,723,725,761,762,763,917,2986,957,958
1065,2941,675,709,711,747,748,749,786,787,824
1066,2198,2047,2049,2084,2087,2124,2125,2126,2127,2128
1067,2357,2359,2959,647,764,765,913,915,951,952
1068,745,781,782,783,785,819,820,821,822,896
1069,522,485,524,484,521,556,558,624,2961,523
1070,1400,1402,1287,1325,1326,1363,1364,1365,1401,1667
1071,662,730,731,732,734,768,624,656,657,658
1072,1776,865,979,1016,1093,1091,1587,1658,1659,1660
1073,758,795,947,948,949,986,987,988,1023,1024
1074,1946,1948,1950,2026,1831,1869,1870,1872,1873,1907
1075,1077,1153,1155,1034,1043,1075,1078,1081,1112,1113
1076,32,34,35,37,68,74,114,31,38,71
1077,1706,985,1097,1668,1744,1099,1175,1176,1212,1250
1078,31,71,72,75,107,108,109,110,111,112
1079,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1080,2641,2680,2681,2683,2720,2721,2759,2637,2638,2639
1081,527,565,567,569,603,604,606,607,608,640
1082,637,1053,1054,1092,1130,597,599,633,634,635
1083,1037,1074,998,999,1034,1038,1075,1150,1188,1190
1084,675,679,709,711,747,748,749,755,786,787
1085,799,800,801,837,838,839,840,876,877,878
1086,1099,1175,1176,1212,1250,1253,1254,1368,1477,1479
1087,1077,1153,1155,1034,1043,1075,1078,1081,1112,1113
1088,713,827,715,791,676,677,826,3029,828,784
1089,991,1027,1028,1029,1065,1066,1067,1103,1104,1105
1090,377,414,415,416,417,418,450,451,452,453
1091,1776,1091,1587,1658,1659,1660,1661,1692,1694,1695
1092,2637,2638,2639,2673,2674,2675,2676,2677,2678,2679
1093,153,191,192,154,155,156,193,194,195,229
1094,680,681,683,717,718,719,721,794,641,754
1095,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1096,1101,1102,1139,1140,1174,1177,1178,1215,1440,1819
1097,1034,1075,1150,1188,1190,1193,1229,1230,1494,1568
1098,947,948,949,986,987,988,1023,1024,1025,1026
1099,32,34,35,37,68,74,114,36,66,31
1100,1013,1052,1128,1129,2941,675,709,711,747,748
1101,1939,1978,1980,2016,2017,2054,2055,2056,2091,2092
1102,1077,1153,1155,1034,1043,1075,1078,1081,1112,1113
1103,1706,1175,1176,1212,1250,1253,1254,1325,1363,1364
1104,1664,2043,2233,2234,2271,2499,1600,1626,1740,1039
1105,1091,1661,1700,1738,3004,1011,1013,1045,1047,1048
1106,1034,1075,1150,1188,1190,1193,1229,1230,1494,1568
1107,2633,2668,2672,2589,2591,2592,2593,2630,2631,2632
1108,680,681,683,717,718,719,721,759,794,796
1109,1112,1113,1116,1151,1154,961,1077,1153,1155,881
1110,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1111,1776,1091,1587,1658,1659,1660,1661,1692,1694,1695
1112,1037,1074,730,731,732,734,768,1000,1001,1039
1113,86,690,2509,2547,2548,2549,2586,2587,2588,2590
1114,875,914,647,799,800,801,837,838,839,840
1115,1037,1074,998,999,1034,1038,1075,1150,1188,1190
1116,929,930,931,932,935,966,970,1009,1046,1050
1117,474,133,172,249,250,288,167,199,200,201
1118,1706,1175,1176,1212,1250,1253,1254,1325,1363,1364
1119,947,948,949,986,987,988,1023,1024,1025,1026
1120,2047,2049,2084,2087,2124,2125,2126,2127,2128,2161
1121,637,1053,1054,1092,1130,676,677,597,599,633
1122,989,913,915,951,952,953,990,992,1030,1031
1123,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1124,486,639,678,716,753,790,1057,487,488,641
1125,183,265,341,379,2937,32,34,35,37,68
1126,1706,1099,1175,1176,1212,1250,1253,1254,1325,1363
1127,1037,1074,998,999,1034,1038,1075,1150,1188,1190
1128,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1129,1077,1153,1155,1034,1043,1075,1078,1081,1112,1113
1130,443,133,172,249,250,288,403,407,215,253
1131,57,59,53,89,93,94,95,96,98,64
1132,1112,1113,1116,1151,1154,875,914,989,881,882
1133,1034,1075,1150,1188,1190,1193,1229,1230,1494,1568
1134,2323,2361,2363,2395,2398,2399,2435,2436,2437,2438
1135,653,802,671,691,707,710,728,771,774,807
1136,400,325,326,361,362,363,402,440,2995,170
1137,341,379,377,414,415,416,417,418,450,451
1138,296,487,488,641,754,829,413,448,525,602
1139,2342,2341,2380,2381,2529,2567,2568,2605,2606,2607
1140,2809,2847,2772,2774,2804,2807,2810,2811,2812,2846
1141,680,681,683,717,718,719,721,793,794,2938
1142,291,369,175,212,213,330,331,406,442,444
1143,2383,1206,1207,1243,1244,1282,1358,1395,1396,1433
1144,1112,1113,1116,1151,1154,1691,1400,1402,1324,1362
1145,673,712,750,788,1014,1776,2342,2343,2345,2384
1146,1706,985,1097,1668,1744,1099,1175,1176,1212,1250
1147,527,565,567,569,603,604,606,607,608,640
1148,1225,1034,1075,1150,1185,1187,1188,1190,1223,1224
1149,2938,527,565,567,569,603,604,606,607,608
1150,1043,1078,1081,1115,1118,1119,1156,1194,1077,1153
1151,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1152,680,681,683,717,718,719,721,793,794,1668
1153,947,948,949,986,987,988,1023,1024,1025,1026
1154,1706,985,1097,1668,1744,1099,1175,1176,1212,1250
1155,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1156,875,914,647,799,800,801,837,838,839,840
1157,933,965,967,968,969,971,972,973,1004,1005
1158,341,379,377,414,415,416,417,418,450,451
1159,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1160,617,618,619,962,2965,3033,584,585,620,691
1161,991,1027,1028,1029,1065,1066,1067,1103,1104,1105
1162,1706,985,1097,1668,1744,1099,1175,1176,1212,1250
1163,1099,1175,1176,1212,1250,1253,1254,1368,1477,1479
1164,2342,2723,2341,2380,2381,2529,2567,2568,2605,2606
1165,1706,1175,1176,1212,1250,1253,1254,1325,1363,1364
1166,527,565,567,569,603,604,606,607,608,640
1167,962,961,691,771,774,807,847,848,886,924
1168,671,707,710,823,825,862,597,599,633,634
1169,1706,1175,1176,1212,1250,1253,1254,1325,1363,1364
1170,133,172,249,250,288,403,134,170,171,207
1171,474,478,545,597,599,633,634,635,636,670
1172,963,994,995,997,1000,1001,1033,1035,1036,1039
1173,2322,2360,2396,2397,2434,993,996,998,999,1032
1174,993,996,1032,1034,1070,1075,1108,1146,1147,1150
1175,758,795,947,948,949,986,987,988,1023,1024
1176,1706,1175,1176,1212,1250,1253,1254,1325,1363,1364
1177,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1178,527,565,567,569,603,604,606,607,608,640
1179,680,681,683,717,718,719,721,794,641,754
1180,961,2179,2215,2216,2217,2252,2253,2254,2342,2972
1181,341,379,340,377,414,415,416,417,418,450
1182,32,34,35,37,68,73,74,106,114,28
1183,289,327,328,329,364,365,366,367,404,405
1184,793,984,1021,1022,2938,758,795,947,948,949
1185,1739,2535,2536,2575,2611,2612,998,999,1038,1840
1186,132,135,173,174,121,123,129,130,131,134
1187,341,379,2692,2728,2730,2768,263,342,378,380
1188,830,641,754,981,676,677,564,679,680,681
1189,759,796,797,832,985,1097,758,795,947,948
1190,873,874,909,911,912,950,1101,1102,1139,1140
1191,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1192,991,1027,1028,1029,1065,1066,1067,1103,1104,1105
1193,1077,1153,1155,1034,1043,1075,1078,1081,1112,1113
1194,341,379,413,2657,2658,2692,2698,2730,2734,2735
1195,1167,1205,1245,1586,1623,1624,1625,1662,1091,1168
1196,1668,830,1324,1362,758,795,947,948,949,986
1197,1597,1635,1636,1673,1674,1711,1712,1749,1750,1787
1198,1003,1007,1232,1315,1389,1585,1775,3004,1225,1605
1199,2804,1668,1744,2809,2847,2938,2765,2766,2769,2771
1200,2509,2547,2548,2549,2586,2587,2588,2590,2589,2591
1201,2509,2547,2548,2549,2586,2587,2588,2590,2599,1867
1202,685,724,992,1030,1031,1068,1069,1106,687,723
1203,1167,1205,1245,1586,1623,1624,1625,1662,902,1007
1204,1013,1052,1128,1129,2941,745,781,782,783,785
1205,2941,675,709,711,745,747,748,749,781,782
1206,2768,2767,2808,2692,2728,2730,2772,2804,680,681
1207,713,714,752,789,827,676,677,866,637,1246
1208,1013,1052,1128,1129,2941,406,442,444,675,709
1209,1270,1303,1381,1419,1421,1458,1461,1462,1499,1537
1210,1777,2459,2537,1739,1853,1891,1929,1967,2194,2195
1211,621,551,588,617,618,619,660,693,694,696
1212,947,948,949,986,987,988,1023,1024,1025,1026
1213,680,681,683,717,718,719,721,794,527,565
1214,1400,1402,1324,1362,1668,1741,1744,1287,1325,1326
1215,341,379,377,414,415,416,417,418,450,451
1216,521,556,558,443,517,519,522,784,2941,445
1217,343,381,382,383,385,419,420,421,422,423
1218,377,414,415,416,417,418,450,451,452,453
1219,1324,1362,1287,1326,1365,1779,1780,1781,1782,1818
1220,1013,1052,1128,1129,2941,407,408,175,212,213
1221,759,796,797,832,985,1097,758,795,947,948
1222,1123,1160,1653,1732,1112,1113,1116,1151,1154,1658
1223,2768,2767,662,770,1946,1948,1950,2026,2562,2600
1224,655,661,692,805,808,811,812,843,844,846
1225,784,1011,1045,1047,1048,1049,1079,1083,1196,739
1226,1663,1701,1740,609,686,1043,1078,1081,1091,1115
1227,831,1741,1013,1052,1076,1080,1114,1117,1120,1121
1228,947,948,949,986,987,988,1023,1024,1025,1026
1229,157,158,196,197,120,122,159,198,119,154
1230,991,1027,1028,1029,1065,1066,1067,1103,1104,1105
1231,341,379,487,488,377,414,415,416,417,418
1232,341,379,377,414,415,416,417,418,450,451
1233,1091,1661,1700,1738,3004,784,1011,1013,1045,1047
1234,991,1027,1028,1029,1065,1066,1067,1103,1104,1105
1235,1013,1052,1128,1129,900,977,1015,1091,927,929
1236,121,123,129,130,131,160,161,162,163,164
1237,487,488,377,414,415,416,417,418,449,450
1238,527,565,567,569,603,604,606,607,608,640
1239,983,1020,1058,1059,1060,759,796,797,831,832
1240,341,379,342,378,380,377,414,415,416,417
1241,2603,2640,2642,2643,2644,2709,2711,2712,2748,2750
1242,251,175,212,213,330,331,406,442,444,2973
1243,875,914,989,764,765,799,800,801,802,837
1244,1840,1878,1879,1919,1954,1995,2141,2180,2181,2182
1245,350,351,352,353,354,355,387,388,389,390
1246,2805,2843,2882,680,681,683,715,717,718,719
1247,377,414,415,416,417,418,450,451,452,453
1248,457,459,495,497,535,538,572,573,496,498
1249,654,617,618,619,655,661,692,2965,3033,624
1250,1325,1363,1364,1401,1667,1704,1705,1742,983,1020
1251,947,948,949,986,987,988,1023,1024,1025,1026
1252,3004,1288,1324,1362,1439,1476,1514,1515,1516,1552
1253,1077,1153,1155,1034,1043,1075,1078,1081,1112,1113
1254,120,122,159,198,117,153,191,192,121,123
1255,994,995,997,1033,1035,1036,1071,1072,1073,1109
1256,343,381,382,383,385,419,420,421,422,423
1257,2179,2215,2216,2217,2252,2253,2254,2687,2724,2972
1258,647,913,915,951,952,953,990,609,687,723
1259,989,1296,1334,1372,1410,1448,993,1032,1070,1108
1260,1283,1360,1512,1206,1207,1243,1244,1282,1358,1395
1261,2082,2120,2158,2309,2347,2043,2044,2121,2159,2233
1262,1627,1778,1626,867,1816,1930,829,1664,1854,525
1263,1249,1855,1856,1896,1898,1932,1933,1970,1974,2008
1264,1287,1326,1365,1779,1780,1781,1782,1818,1820,1857
1265,527,565,567,569,603,604,606,607,608,640
1266,134,170,171,207,209,210,211,244,245,246
1267,1867,1868,1905,1906,1943,1944,1981,1982,2019,2020
1268,758,795,947,948,949,986,987,988,1023,1024
1269,961,2179,2215,2216,2217,2252,2253,2254,2342,2972
1270,1831,1869,1870,1872,1907,1908,1909,1910,1911,1912
1271,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1272,407,484,445,481,482,520,409,443,522,408
1273,2938,758,795,947,948,949,986,987,988,1023
1274,443,445,481,482,520,407,675,709,711,747
1275,1017,826,865,941,979,1016,1093,2193,2307,2383
1276,1075,1150,1188,1190,1193,1229,1230,1494,1568,1571
1277,377,414,415,416,417,418,450,451,452,453
1278,1776,865,979,1016,1093,1091,1587,1658,1659,1660
1279,1144,1182,1220,1525,992,1030,1031,1068,1069,1106
1280,1037,1074,998,999,1034,1038,1075,1150,1188,1190
1281,1053,1054,1092,1130,597,599,633,634,635,636
1282,1840,1878,1879,1919,1954,1995,2141,2180,2181,2182
1283,527,565,567,569,603,604,606,607,608,640
1284,1851,1884,1889,1921,1925,1959,1960,1961,1963,1965
1285,1034,1075,1150,1188,1190,1193,1229,1230,1494,1568
1286,341,379,342,378,380,377,414,415,416,417
1287,2767,1599,1637,1638,1675,1676,1713,1714,1751,1789
1288,637,1053,1054,1092,1130,597,599,633,634,635
1289,2343,2345,2384,2420,2458,901,938,939,940,976
1290,1739,903,1037,1074,1814,1815,1890,1928,2004,2232
1291,770,961,1037,1074,1077,1153,1155,660,693,694
1292,2637,2638,2639,2673,2674,2675,2676,2677,2678,2679
1293,637,784,2941,826,3029,597,599,633,634,635
1294,793,679,680,681,683,717,718,719,721,755
1295,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
1296,88,215,253,83,84,85,87,124,217,214
1297,1213,1214,1216,1251,1252,1289,1290,1291,1292,1327
