,aay,Btk29A,croc,disco,Doc3,gt,Ilp4,knrl,run,tsh
1037,2599,2601,2637,2640,2641,2678,2939,2483,2487,2523
1038,3004,939,976,977,978,1013,1015,1052,1053,1055
1039,601,639,564,602,603,607,640,641,642,643
1040,786,787,823,824,825,862,864,717,754,755
1041,828,866,904,2459,2497,2498,2535,2536,2573,2611
1042,795,870,1063,1064,1096,1098,1101,1102,1134,1139
1043,2004,2947,1381,1415,1417,1419,1452,1454,1458,1459
1044,1478,1743,1858,2086,341,379,873,874,906,909
1045,635,637,674,675,709,711,747,748,749,901
1046,635,637,674,675,709,711,747,748,749,850
1047,1599,1675,1676,1677,1715,1752,2551,2587,2588,2589
1048,795,870,1063,1064,1096,1098,1101,1102,1134,1139
1049,1625,1663,1700,1701,1738,2004,2947,523,901,902
1050,600,638,1436,601,639,676,714,980,1018,1057
1051,474,365,438,597,598,599,633,634,636,670
1052,989,991,992,1027,1028,1029,1030,1031,1066,1067
1053,1133,2963,1094,1095,795,829,870,1019,1063,1064
1054,1596,1628,1629,1631,1667,1705,1706,1710,1742,2996
1055,901,902,938,940,1054,1245,3004,1323,1361,1399
1056,296,529,566,570,524,259,301,303,447,486
1057,1065,1069,1103,1104,1105,1106,1141,1142,1143,1144
1058,697,699,729,731,732,733,734,735,737,766
1059,32,34,35,37,38,68,74,114,295,341
1060,981,831,869,871,872,907,908,910,946,983
1061,752,789,790,676,677,714,296,529,565,566
1062,32,34,35,37,38,68,74,114,2937,31
1063,595,365,559,561,596,597,598,599,633,634
1064,2599,2601,2637,2640,2641,2678,2939,2483,2487,2523
1065,635,637,674,675,709,711,747,748,749,901
1066,873,874,906,909,911,912,945,947,948,949
1067,1939,2129,2167,2205,2206,2207,2244,2246,951,952
1068,745,746,778,779,781,815,816,2565,2566,2646
1069,86,251,445,481,482,484,520,521,522,556
1070,1133,2963,1094,1095,795,829,870,1019,1063,1064
1071,697,699,729,731,732,733,734,735,737,766
1072,2496,2532,2534,828,865,866,903,904,979,1016
1073,795,870,1063,1064,1096,1098,1101,1102,1134,1139
1074,2599,2601,2637,2640,2641,2678,2939,1641,1679,1680
1075,865,903,979,1016,1017,1093,1160,2003,2036,2038
1076,9,10,2974,2976,11,54,2,3,4,7
1077,3001,564,602,603,607,640,641,642,643,646
1078,259,113,146,148,149,181,184,186,220,221
1079,795,870,1063,1064,1096,1098,1101,1102,1134,1139
1080,2639,2673,2677,2709,2711,2712,2714,2715,2748,2750
1081,720,756,757,794,798,645,681,683,717,718
1082,900,1130,901,902,938,940,1054,1245,2496,2532
1083,1381,1415,1417,1419,1452,1454,1458,1459,1460,1461
1084,3004,939,976,977,978,1013,1015,1052,1053,1055
1085,344,345,347,381,382,383,384,385,386,419
1086,981,831,869,871,872,907,908,910,946,983
1087,2039,2041,2339,2341,2418,2419,2571,2605,2607,2608
1088,2483,2487,2523,2524,2525,2527,2559,2560,2562,2563
1089,1065,1069,1103,1104,1105,1106,1141,1142,1143,1144
1090,32,34,35,37,38,68,74,114,2937,447
1091,1739,1775,1776,1814,1815,2998,865,903,979,1016
1092,2639,2673,2677,2709,2711,2712,2714,2715,2748,2750
1093,344,345,347,381,382,383,384,385,386,419
1094,565,645,681,683,717,718,719,721,722,754
1095,873,874,906,909,911,912,945,947,948,949
1096,873,874,906,909,911,912,945,947,948,949
1097,865,903,979,1016,1017,1093,2382,2420,2458,942
1098,873,874,906,909,911,912,945,947,948,949
1099,32,34,35,37,38,68,74,114,2937,14
1100,900,1130,901,902,938,940,1054,1245,2496,2532
1101,1065,1069,1103,1104,1105,1106,1141,1142,1143,1144
1102,865,903,979,1016,1017,1093,1160,2003,2036,2038
1103,1593,1630,1704,377,413,414,415,416,417,418
1104,939,969,976,977,978,1001,1002,1003,1004,1005
1105,3004,939,969,976,977,978,1001,1002,1003,1004
1106,2496,2532,2534,828,865,866,903,904,979,1016
1107,2587,2623,2624,2625,2626,2627,2628,2663,2664,2665
1108,1323,1361,1399,1438,981,2160,2161,2197,2198,2199
1109,2004,2947,865,903,979,1016,1017,1093,1160,2003
1110,1478,1743,1858,2086,341,379,873,874,906,909
1111,1587,1928,1739,1776,1814,1815,1929,1967,2998,1504
1112,968,1083,1086,1122,1124,1156,1160,2003,2036,2038
1113,1597,1635,1749,1750,1787,1788,1825,1826,1863,1864
1114,951,952,953,990,1977,1978,2015,2053,2055,2091
1115,994,995,997,998,999,1034,1036,1038,1149,1186
1116,901,902,938,940,1054,1245,3004,1323,1361,1399
1117,172,365,367,403,405,478,475,544,133,249
1118,831,869,871,872,907,908,910,946,983,985
1119,795,870,1063,1064,1096,1098,1101,1102,1134,1139
1120,2730,2734,2691,2725,793,873,874,906,909,911
1121,901,902,938,940,1054,1245,865,903,979,1016
1122,1447,1483,1484,1485,1521,1522,1524,1559,1560,1561
1123,795,870,1063,1064,1096,1098,1101,1102,1134,1139
1124,447,486,1057,1246,1284,1285,1322,1360,1474,1512
1125,151,183,185,187,188,189,190,222,223,224
1126,1596,1628,1629,1631,1667,1705,1706,1710,1742,2996
1127,1357,1466,941,1010,1014,1033,1035,1037,1071,1072
1128,795,870,1063,1064,1096,1098,1101,1102,1134,1139
1129,1010,1033,1035,1037,1071,1072,1073,1074,1075,1077
1130,786,787,823,824,825,862,864,172,365,367
1131,57,59,93,94,95,96,97,98,53,88
1132,865,903,979,1016,1017,1093,1160,2003,2036,2038
1133,941,1010,1014,1033,1035,1037,1071,1072,1073,1074
1134,764,800,838,1979,2551,2588,2589,2630,597,598
1135,842,389,391,426,427,428,429,430,431,433
1136,475,544,121,159,160,161,196,197,198,199
1137,341,379,377,413,414,415,416,417,418,448
1138,523,786,787,823,824,825,862,864,717,754
1139,994,995,997,998,999,1034,1036,1038,1149,1186
1140,2793,2830,2917,2919,2639,2673,2677,2709,2711,2712
1141,564,602,603,607,640,641,642,643,646,679
1142,291,3009,365,251,292,249,327,328,330,331
1143,900,1130,523,786,787,823,824,825,862,864
1144,2374,2375,2412,2413,2450,2451,2452,2453,2456,2488
1145,865,903,979,1016,1017,1093,2382,2420,2458,942
1146,831,869,871,872,907,908,910,946,983,985
1147,720,756,757,794,798,645,681,683,717,718
1148,1730,1768,1771,1772,1773,1774,1885,1921,1922,1923
1149,793,873,874,906,909,911,912,945,947,948
1150,931,932,933,1125,1162,1164,1165,1166,1200,1201
1151,873,874,906,909,911,912,945,947,948,949
1152,3001,564,602,603,607,640,641,642,643,646
1153,795,870,1063,1064,1096,1098,1101,1102,1134,1139
1154,759,796,797,832,834,835,836,1097,1099,1135
1155,793,341,379,873,874,906,909,911,912,945
1156,1179,951,952,953,990,1977,1978,2015,2053,2055
1157,927,929,965,966,967,970,1195,968,1083,1086
1158,32,34,35,37,38,68,74,114,295,341
1159,873,874,906,909,911,912,945,947,948,949
1160,968,1083,1086,1122,1124,1156,1737,1730,1768,1771
1161,1447,1483,1484,1485,1521,1522,1524,1559,1560,1561
1162,831,869,871,872,907,908,910,946,983,985
1163,831,869,871,872,907,908,910,946,983,985
1164,2716,2721,2761,2804,1133,1775,2772,2809,2847,2885
1165,1171,759,796,797,832,834,835,836,981,1097
1166,564,602,603,607,640,641,642,643,646,679
1167,901,902,938,940,968,1054,1083,1086,1122,1124
1168,597,598,599,633,634,636,670,671,672,707
1169,831,869,871,872,907,908,910,946,983,985
1170,172,365,367,403,405,478,475,544,295,296
1171,172,365,367,403,405,478,597,598,599,633
1172,969,1001,1002,1003,1004,1005,1006,1007,1008,1009
1173,993,1070,1107,1108,1145,1146,1147,1160,1183,1296
1174,993,1296,996,1032,1184,1221,1222,1258,1259,1297
1175,795,870,1063,1064,1096,1098,1101,1102,1134,1139
1176,831,869,871,872,907,908,910,946,983,985
1177,1627,1019,1478,1741,1743,1778,1779,1855,1858,2086
1178,720,756,757,794,798,32,34,35,37,38
1179,564,602,603,607,640,641,642,643,646,679
1180,961,2141,2180,2181,2182,2183,993,1296,2018,2094
1181,341,379,529,566,570,263,377,413,414,415
1182,15,19,52,11,54,17,20,32,34,35
1183,172,365,367,403,405,478,475,544,133,249
1184,2654,2655,2657,2658,2692,2693,2695,2696,2698,2732
1185,2612,2374,2375,2412,2413,2450,2451,2452,2453,2456
1186,123,162,163,164,169,171,209,248,286,287
1187,791,829,295,341,379,758,830,867,1026,1177
1188,831,869,871,872,907,908,910,946,983,985
1189,831,869,871,872,907,908,910,946,983,985
1190,793,795,870,1063,1064,1096,1098,1101,1102,1134
1191,795,870,1063,1064,1096,1098,1101,1102,1134,1139
1192,989,991,992,1027,1028,1029,1030,1031,1066,1067
1193,1010,1033,1035,1037,1071,1072,1073,1074,1075,1077
1194,183,524,113,146,148,149,181,184,186,220
1195,900,927,929,965,966,967,970,1130,1195,2612
1196,1019,2725,981,1133,2963,3025,867,873,874,906
1197,951,952,953,990,1977,1978,2015,2053,2055,2091
1198,968,1083,1086,1122,1124,1156,927,929,965,966
1199,758,830,1026,1177,1216,1406,1442,2539,2543,2544
1200,2548,2585,2586,2591,2629,2551,2587,2588,2589,2623
1201,2551,2588,2589,2630,2169,2208,2247,2471,2472,2510
1202,989,991,992,1027,1028,1029,1030,1031,1066,1067
1203,939,976,977,978,1013,1015,1052,1053,1055,1091
1204,901,902,938,940,1054,1245,865,903,979,1016
1205,786,787,823,824,825,862,864,788,789,790
1206,2804,2725,2767,2768,2556,2557,2594,2595,2597,2636
1207,560,595,786,787,823,824,825,862,864,1129
1208,900,1130,786,787,823,824,825,862,864,901
1209,2416,2455,2457,2494,2495,2533,2570,2940,1504,1852
1210,980,1018,1359,941,1014,1397,1436,2762,942,1056
1211,631,667,668,669,700,701,702,703,704,705
1212,1480,1482,1557,1823,1861,1893,1897,1934,3030,1444
1213,720,756,757,794,798,645,681,683,717,718
1214,1133,2963,795,829,870,1019,1063,1064,1096,1098
1215,263,341,379,529,566,570,265,377,413,414
1216,635,637,674,675,709,711,747,748,749,786
1217,501,191,229,267,268,269,270,305,306,307
1218,377,413,414,415,416,417,418,448,449,450
1219,873,874,906,909,911,912,945,947,948,949
1220,901,902,938,940,968,1054,1083,1086,1122,1124
1221,1323,1361,1399,1438,981,867,868,1020,1248,1286
1222,2374,2375,2412,2413,2450,2451,2452,2453,2456,2488
1223,2556,2557,2594,2595,2597,2636,2638,1955,2173,2210
1224,2639,2673,2677,2709,2711,2712,2714,2715,2748,2750
1225,1775,901,902,938,940,968,1054,1083,1086,1122
1226,1065,1069,1103,1104,1105,1106,1141,1142,1143,1144
1227,1513,2383,2204,559,561,596,900,1130,1435,1472
1228,795,870,1063,1064,1096,1098,1101,1102,1134,1139
1229,120,122,157,119,154,156,123,158,162,163
1230,1179,989,991,992,1027,1028,1029,1030,1031,1066
1231,32,34,35,37,38,68,74,114,295,341
1232,341,379,340,342,378,380,377,413,414,415
1233,941,1014,1397,3004,1019,2383,939,976,977,978
1234,1065,1069,1103,1104,1105,1106,1141,1142,1143,1144
1235,901,902,938,940,1054,1245,865,903,979,1016
1236,475,544,121,159,160,161,196,197,198,199
1237,32,34,35,37,38,68,74,114,2937,447
1238,564,602,603,607,640,641,642,643,646,679
1239,1593,1626,1627,1630,1704,981,1475,1478,1596,1628
1240,793,341,379,720,756,757,794,798,377,413
1241,2717,2718,2719,2753,2754,2755,2756,2757,2758,2760
1242,212,213,133,330,331,369,370,406,407,408
1243,989,991,992,1027,1028,1029,1030,1031,1066,1067
1244,1160,2003,2036,2038,2219,2257,2258,2299,2336,2337
1245,273,274,275,276,311,312,153,155,192,193
1246,2691,2725,1478,1743,1858,2086,2730,2734,793,341
1247,259,524,113,146,148,149,181,184,186,220
1248,423,425,462,463,464,465,500,344,345,347
1249,46,618,619,621,622,654,656,657,658,659
1250,1100,1210,1439,758,830,868,1020,1026,1177,1216
1251,795,870,1063,1064,1096,1098,1101,1102,1134,1139
1252,3004,939,969,976,977,978,1001,1002,1003,1004
1253,1777,942,1056,2421,2460,2461,2612,2649,828,865
1254,120,122,157,119,154,156,123,158,162,163
1255,2004,2947,865,903,979,1016,1017,1093,1160,2003
1256,343,497,498,685,687,723,724,725,762,878
1257,2804,795,870,1063,1064,1096,1098,1101,1102,1134
1258,764,800,838,1939,2129,2167,2205,2206,2207,2244
1259,1065,1069,1103,1104,1105,1106,1141,1142,1143,1144
1260,900,927,929,965,966,967,970,1130,1195,2612
1261,2004,2947,1777,1730,1739,1768,1771,1772,1773,1774
1262,793,1133,2963,751,795,829,870,1019,1063,1064
1263,3001,873,874,906,909,911,912,945,947,948
1264,341,379,1480,1482,1557,1823,1861,1893,1897,1934
1265,527,565,567,604,608,644,3016,525,526,564
1266,697,699,729,731,732,733,734,735,737,766
1267,2551,2587,2588,2589,2623,2624,2625,2626,2627,2628
1268,2124,2163,2950,1478,1743,1858,2086,3001,2045,2049
1269,2374,2375,2412,2413,2450,2451,2452,2453,2456,2488
1270,2565,2566,2646,2647,2684,1775,2039,2041,2339,2341
1271,873,874,906,909,911,912,945,947,948,949
1272,291,3009,445,481,482,484,520,521,522,556
1273,2654,2655,2657,2658,2692,2693,2695,2696,2698,2732
1274,886,887,890,251,249,364,595,635,637,674
1275,865,903,979,1016,1017,1093,1160,2003,2036,2038
1276,2004,2947,1730,1739,1768,1771,1772,1773,1774,1776
1277,113,146,148,149,181,184,186,220,221,2957
1278,2612,2374,2375,2412,2413,2450,2451,2452,2453,2456
1279,1179,989,991,992,1027,1028,1029,1030,1031,1066
1280,1160,2003,2036,2038,2219,2257,2258,2299,2336,2337
1281,2004,2947,1625,1663,1700,1701,1738,1777,901,902
1282,1775,2039,2041,2339,2341,2418,2419,2571,2605,2607
1283,793,873,874,906,909,911,912,945,947,948
1284,2039,2041,2339,2341,2418,2419,2571,2605,2607,2608
1285,788,826,827,863,1994,2480,2482,2486,2528,3029
1286,341,379,377,413,414,415,416,417,418,448
1287,2689,2690,2725,2726,2727,2728,2729,2767,2768,1599
1288,901,902,938,940,968,1054,1083,1086,1122,1124
1289,1129,1167,1168,1205,1206,1207,1243,1244,2994,900
1290,865,903,979,1016,1017,1093,1160,2003,2036,2038
1291,1160,2003,2036,2038,2219,2257,2258,2299,2336,2337
1292,2639,2673,2677,2709,2711,2712,2714,2715,2748,2750
1293,786,787,823,824,825,862,864,891,925,928
1294,793,720,756,757,794,798,2804,795,870,1063
1295,793,795,870,1063,1064,1096,1098,1101,1102,1134
1296,46,47,83,87,2955,53,88,89,41,49
1297,829,1133,2574,2932,2963,758,830,867,1026,1177
