,aay,Ama,Ance,Antp,apt,Blimp-1,bmm,bowl,brk,Btk29A
870,2260,2298,2222,2259,2297,2184,2221,2107,2145,2336
871,2258,2220,2183,2182,2144,2219,2257,2296,2106,2145
872,2183,2069,2144,2106,2145,2068,2220,2107,1993,2182
873,2107,2260,2222,2298,2184,2146,2145,2108,2221,2070
874,2258,2220,2296,2183,2259,2257,2182,2334,2219,2144
875,2107,2031,2108,2145,2069,2070,1993,2032,2222,2183
876,2258,2220,2183,2182,2144,2219,2296,2257,2259,2145
877,2144,2030,2106,1992,2068,2067,1991,1993,2069,2182
878,2258,2296,2220,2257,2334,2259,2219,2183,2182,2335
879,2334,2335,2296,2372,2258,2259,2257,2410,2297,2373
880,2107,2145,2183,2069,2222,2031,2108,2260,2220,2221
881,2069,2106,2068,2144,2183,1993,2145,2031,2107,1992
882,2071,2147,2185,2186,2033,2109,2261,2146,2223,2072
883,2332,2331,2293,2294,2255,2330,2408,2370,2369,2218
884,2031,2107,2108,2070,2069,1993,1994,2032,2145,2068
885,2258,2220,2296,2183,2259,2257,2334,2182,2221,2219
886,2033,1995,1957,1996,2071,1919,2032,1881,1843,1958
887,2069,2183,2068,2106,2145,1993,2031,2107,2144,2220
888,2259,2260,2297,2298,2296,2221,2335,2222,2336,2220
889,2144,2106,2068,2183,2069,2182,2030,1993,2145,1992
890,2298,2260,2336,2297,2223,2374,2299,2259,2261,2222
891,2939,2560,2597,2484,2598,2559,2599,2485,2522,2636
892,1994,2032,2031,1956,2070,2946,1842,1880,1957,1993
893,2107,2031,2069,2145,1993,2183,2108,2068,2106,2070
894,2258,2219,2257,2182,2295,2220,2334,2144,2296,2256
895,2031,1994,1993,1955,2946,1956,2032,2070,2069,1879
896,2335,2334,2296,2259,2258,2297,2372,2410,2257,2373
897,2219,2256,2295,2257,2294,2258,2333,2372,2181,2182
898,2070,2107,2108,2031,2146,2032,2071,2184,2109,2145
899,1992,1993,2068,2030,2069,2106,2031,2144,1955,1917
900,2107,2145,2222,2108,2260,2184,2031,2146,2069,2183
901,2219,2257,2295,2256,2258,2294,2333,2372,2181,2334
902,2333,2370,2372,2294,2295,2332,2257,2371,2256,2334
903,2333,2370,2372,2294,2295,2332,2371,2257,2256,2334
904,2144,2106,2182,2183,2068,2258,2030,2219,2069,2220
905,1992,1879,1841,1993,1803,1878,1917,1955,2068,1765
906,2144,2106,2182,2183,2068,2258,2069,2030,2220,2219
907,2260,2298,2222,2107,2184,2146,2145,2259,2221,2297
908,2183,2145,2220,2144,2069,2258,2106,2107,2182,2068
909,2219,2181,2144,2143,2256,2182,2105,2067,2142,2029
910,2144,2183,2106,2069,2068,2145,2220,2182,1993,2107
911,2411,2410,2335,2373,2412,2448,2954,2334,2449,2372
912,2334,2258,2257,2372,2296,2295,2219,2333,2335,2259
913,2069,2068,2106,2144,1993,2183,2031,2145,1992,2030
914,2186,2147,2071,2185,2110,2072,2148,2033,2261,2224
915,2260,2222,2298,2107,2184,2145,2259,2221,2297,2146
916,2258,2220,2182,2144,2183,2219,2257,2106,2296,2145
917,1841,1879,1803,1993,2946,1955,1842,2031,1992,1994
918,2106,2144,2068,2069,1993,1992,2030,2183,2031,2145
919,2219,2258,2257,2182,2295,2256,2144,2220,2181,2334
920,1992,2068,2030,2106,2144,1993,2069,2067,2031,2183
921,2144,2182,2258,2219,2106,2183,2220,2257,2143,2067
922,2144,2106,2183,2182,2068,2069,2258,2220,2145,2030
923,2144,2106,2068,2183,2182,2069,2030,1992,1993,2145
924,2219,2256,2182,2181,2144,2258,2143,2257,2295,2294
925,2107,2145,2069,2031,2183,2108,2222,1993,2070,2184
926,1993,2031,2069,2068,1994,1955,1992,2107,2108,2106
927,2107,2108,2031,2070,2146,2145,2184,2032,2069,2222
928,2444,2483,2521,2482,2520,2558,2369,2406,2407,2596
929,1993,2068,2069,1992,2106,2031,2144,2030,2183,2145
930,2294,2333,2295,2256,2219,2257,2372,2332,2370,2258
931,2144,2219,2181,2143,2182,2067,2105,2256,2029,2142
932,2219,2258,2182,2257,2144,2256,2181,2295,2220,2143
933,2372,2257,2334,2333,2258,2295,2219,2296,2294,2335
934,2372,2371,2410,2333,2370,2334,2409,2448,2335,2411
935,2031,1994,2032,2070,1956,1993,2946,2108,1955,1880
936,2370,2333,2371,2372,2409,2446,2410,2332,2448,2334
937,2333,2294,2295,2372,2370,2256,2332,2257,2219,2334
938,2219,2182,2256,2181,2144,2258,2143,2257,2295,2294
939,2144,2183,2258,2106,2220,2182,2145,2069,2068,2219
940,2370,2333,2446,2332,2408,2409,2371,2294,2372,2484
941,2256,2294,2219,2295,2181,2257,2333,2332,2255,2258
942,2946,1993,1841,1994,1842,2031,1879,1803,1955,1880
943,2145,2107,2183,2069,2222,2220,2260,2221,2031,2108
944,2144,2106,2183,2182,2068,2069,2030,2258,2220,2145
945,2298,2146,2184,2223,2260,2185,2222,2107,2109,2071
946,2071,2070,2033,2146,2109,2032,2108,1995,2147,2107
947,2031,2107,2069,1993,2108,2145,2070,1994,2032,2068
948,2298,2260,2184,2222,2146,2223,2107,2297,2108,2185
949,2258,2219,2182,2144,2257,2220,2183,2295,2256,2181
950,2258,2257,2219,2220,2296,2334,2182,2183,2259,2144
951,1994,2031,1956,2946,1993,2032,1842,1880,1955,2070
952,2294,2332,2333,2370,2256,2295,2255,2331,2408,2293
953,2107,2260,2145,2222,2183,2184,2221,2259,2298,2108
954,2144,2106,2183,2068,2069,2182,2145,2220,2258,2030
955,2256,2219,2181,2143,2142,2180,2105,2294,2182,2144
956,2368,2330,2406,2369,2329,2367,2482,2444,2291,2366
957,2298,2223,2185,2146,2260,2261,2184,2071,2147,2336
958,2144,2106,2068,2069,2183,1993,2030,1992,2145,2182
959,2334,2335,2296,2259,2258,2372,2257,2297,2410,2220
960,2144,2219,2182,2258,2106,2181,2143,2257,2256,2220
961,2525,2487,2526,2562,2563,2601,2488,2600,2564,2449
962,2258,2257,2219,2295,2334,2372,2256,2333,2182,2294
963,2258,2296,2220,2259,2334,2257,2183,2219,2182,2335
964,2334,2372,2257,2258,2333,2296,2335,2295,2410,2219
965,2107,2146,2108,2184,2070,2222,2298,2260,2109,2071
966,2219,2144,2182,2181,2256,2258,2143,2067,2257,2106
967,2031,2107,2069,2108,1993,2070,2145,1994,2032,2068
968,2107,2145,2069,2031,2183,2108,2222,2260,2184,2221
969,2372,2333,2257,2295,2334,2258,2219,2294,2256,2370
970,2031,2107,2069,2108,1993,2145,2070,1994,2032,2183
971,2183,2145,2069,2107,2220,2106,2144,2258,2068,2031
972,2031,1993,1994,2069,1955,2032,2070,2107,2108,2946
973,2258,2220,2183,2182,2144,2296,2219,2257,2259,2145
974,2258,2334,2257,2296,2372,2219,2335,2259,2220,2295
975,2032,2033,2070,1995,2071,1957,1994,1956,2031,2109
976,1842,1880,1956,1994,2946,1918,1804,2032,1803,2031
977,1842,2946,1994,1880,1956,1803,1841,2031,1879,1993
978,2033,2072,2071,1996,2034,2110,1995,1958,1997,2147
979,2071,2185,2146,2147,2109,2223,2033,2298,2261,2186
980,1993,1992,2068,2031,2069,1955,2106,2030,1879,1917
981,2107,2222,2260,2184,2146,2145,2108,2298,2070,2031
982,2031,2069,2107,1993,2145,2068,2108,2183,2106,1994
983,2031,2107,2069,2108,1993,2070,2145,1994,2032,2068
984,2031,2107,2108,2070,2069,2145,2032,1993,1994,2146
985,2259,2297,2335,2296,2260,2334,2373,2258,2221,2298
986,2032,2070,2033,2071,1995,1994,2031,2108,1957,1956
987,2219,2258,2182,2257,2256,2144,2295,2181,2143,2220
988,1993,1992,2068,2031,2069,1955,1879,2030,1917,1841
989,2069,2068,1993,2183,2145,2031,2106,2107,2144,1992
990,2144,2106,2068,2030,2182,2183,2069,1992,1993,2067
991,1993,1879,1841,2031,1955,2946,1803,1994,1992,1917
992,2333,2295,2294,2372,2257,2256,2370,2219,2332,2334
993,2144,2106,2183,2068,2069,2182,2145,2220,2258,2030
994,2031,2070,2032,1994,2108,2107,1993,1956,2069,1995
995,2258,2334,2296,2257,2335,2259,2372,2220,2219,2410
996,2144,2182,2106,2183,2258,2220,2219,2068,2069,2145
997,2258,2220,2296,2183,2257,2182,2219,2259,2334,2144
998,2107,2145,2222,2260,2183,2108,2069,2184,2221,2031
999,2258,2183,2220,2145,2259,2296,2221,2144,2182,2107
1000,2259,2260,2297,2296,2221,2335,2298,2258,2222,2220
1001,2069,2183,2106,2144,2068,2145,1993,2107,2031,2220
1002,2031,2107,2108,2069,2145,1993,2070,2032,1994,2183
1003,2183,2145,2144,2220,2258,2106,2069,2182,2107,2068
1004,2219,2258,2257,2256,2295,2182,2181,2294,2144,2333
1005,1994,2032,2031,1956,2070,2946,1880,1842,1957,1993
1006,2033,2071,1995,2032,2072,1996,2070,1957,2109,1919
1007,2071,2033,2146,2070,2109,2032,2147,2185,2108,1995
1008,2258,2220,2257,2219,2296,2182,2183,2334,2144,2259
1009,2258,2334,2296,2335,2259,2257,2372,2220,2297,2410
1010,2032,2070,2031,1994,1956,2108,1957,1995,1993,2107
1011,2256,2219,2294,2181,2295,2257,2182,2258,2143,2333
1012,2032,2070,2033,1995,1957,1994,2071,2031,1956,2108
1013,2259,2296,2260,2297,2258,2220,2221,2335,2334,2183
1014,1842,1804,1766,1805,1690,1880,1843,1728,1729,1918
1015,2031,1994,1993,1956,2032,2946,2070,1955,1842,1880
1016,1993,2031,2068,2069,1992,2106,1955,2030,2107,2144
1017,2294,2332,2255,2331,2293,2256,2370,2333,2218,2408
1018,2258,2259,2296,2220,2183,2260,2221,2145,2297,2334
1019,2144,2183,2106,2069,2068,2145,2182,2220,2258,1993
1020,2146,2071,2070,2109,2184,2033,2185,2108,2298,2223
1021,2258,2219,2182,2257,2144,2220,2183,2295,2256,2296
1022,1994,2031,2946,1956,1993,1842,1880,1955,2032,1841
1023,2294,2256,2295,2219,2333,2332,2181,2257,2255,2218
1024,2144,2258,2183,2182,2106,2220,2219,2145,2069,2068
1025,2258,2219,2257,2182,2144,2220,2295,2256,2334,2183
1026,2107,2145,2183,2260,2222,2221,2220,2259,2069,2184
1027,2071,2033,2109,2070,2146,2032,2147,1995,2072,2185
1028,2370,2446,2408,2332,2407,2333,2484,2331,2409,2445
1029,2372,2334,2257,2258,2333,2295,2335,2296,2410,2219
1030,2256,2219,2294,2295,2181,2257,2333,2258,2182,2332
1031,2144,2067,2182,2106,2030,2219,2143,1991,2068,2029
1032,2144,2106,2068,2069,2183,2182,1993,2030,1992,2145
1033,2033,1995,2071,2032,1957,2070,1996,2072,1919,2109
1034,2144,2182,2219,2258,2106,2143,2067,2183,2181,2220
1035,2070,2032,2031,1994,2108,2071,1995,2107,2033,1956
1036,2070,2032,2071,2108,2033,2146,2031,2109,2107,1995
1037,2144,2182,2106,2219,2258,2183,2220,2067,2143,2030
1038,2334,2257,2372,2258,2295,2333,2219,2296,2335,2410
1039,2107,2031,2069,2145,2108,2183,1993,2070,2068,2222
1040,2144,2106,2183,2182,2258,2220,2068,2069,2145,2219
1041,2294,2256,2295,2219,2333,2257,2332,2181,2372,2370
1042,2183,2145,2107,2069,2220,2106,2144,2258,2031,2068
1043,2260,2259,2297,2222,2298,2221,2145,2296,2107,2220
1044,2071,2033,2109,2070,2072,1995,2032,2146,2147,2185
1045,2219,2257,2258,2295,2256,2372,2333,2334,2294,2182
1046,2636,2939,2982,2635,2599,2597,2637,2673,2710,2674
1047,2144,2067,2030,1991,2029,2028,2143,2106,2182,2105
1048,2183,2145,2069,2144,2106,2220,2107,2258,2068,2182
1049,2333,2372,2295,2257,2294,2334,2219,2256,2258,2370
1050,2258,2257,2219,2334,2296,2372,2295,2220,2182,2333
1051,2294,2256,2332,2333,2255,2295,2370,2218,2219,2293
1052,2258,2334,2296,2257,2335,2372,2259,2220,2219,2295
1053,2107,2260,2222,2184,2145,2298,2146,2108,2221,2070
1054,1993,2031,1992,1955,1879,1841,1994,2068,2069,2946
1055,2258,2183,2220,2145,2259,2296,2221,2182,2144,2260
1056,2031,1993,1994,2946,1955,1956,2032,1879,1842,1841
1057,2144,2183,2258,2182,2106,2220,2219,2145,2069,2068
1058,2031,1993,1994,2032,2070,2069,2108,1955,2107,1956
1059,2258,2257,2296,2334,2219,2220,2182,2259,2372,2183
1060,2258,2219,2257,2220,2182,2296,2183,2144,2334,2259
1061,2144,2182,2106,2219,2067,2030,2258,2143,2183,2068
1062,2219,2144,2182,2258,2181,2143,2256,2106,2257,2067
1063,2294,2333,2295,2256,2219,2257,2372,2332,2370,2258
1064,2258,2334,2257,2372,2296,2335,2219,2259,2295,2220
1065,2217,2292,2293,2179,2330,2254,2255,2291,2216,2331
1066,1992,2068,1993,2106,2030,2144,2069,2031,2183,2067
1067,2144,2106,2183,2182,2068,2069,2258,2220,2145,2030
1068,2366,2368,2329,2367,2406,2404,2328,2405,3015,2291
1069,2258,2220,2183,2296,2182,2144,2259,2145,2221,2219
1070,2144,2106,2030,2068,1992,2182,2067,2183,2069,1991
1071,2032,2070,2033,2071,1995,1957,1994,2031,2108,2109
1072,2333,2370,2372,2371,2409,2334,2410,2295,2294,2332
1073,2069,1993,2031,2068,2107,2145,2106,2183,2144,1992
1074,2256,2219,2294,2181,2295,2257,2218,2180,2143,2255
1075,2260,2107,2145,2222,2221,2183,2259,2184,2298,2220
1076,2371,2372,2370,2333,2410,2409,2448,2334,2447,2446
1077,2447,2484,2409,2485,2486,2446,2523,2371,2598,2939
1078,1992,2068,1993,2030,2106,2069,2144,2031,1955,2183
1079,2107,2145,2222,2108,2260,2184,2183,2031,2069,2146
1080,2294,2332,2256,2255,2333,2218,2295,2370,2293,2331
1081,2031,1994,2032,2070,1956,1993,2946,2108,1955,1880
1082,2144,2106,2182,2183,2068,2030,2258,2069,2219,2067
1083,2145,2107,2183,2222,2260,2220,2069,2221,2259,2108
1084,2335,2297,2259,2373,2296,2334,2260,2374,2410,2411
1085,2258,2182,2219,2220,2144,2183,2257,2296,2106,2334
1086,2298,2297,2336,2260,2374,2259,2223,2299,2222,2373
1087,2183,2145,2069,2220,2144,2106,2107,2258,2068,2182
1088,2260,2259,2297,2298,2222,2221,2296,2336,2184,2145
1089,2294,2333,2295,2256,2257,2372,2219,2370,2332,2258
1090,2294,2333,2295,2256,2219,2257,2372,2332,2370,2258
1091,2258,2183,2220,2144,2182,2145,2106,2296,2219,2259
1092,2144,2182,2106,2219,2030,2067,2068,2258,2183,2143
1093,2144,2182,2106,2183,2258,2220,2219,2068,2069,2145
1094,2144,2182,2219,2258,2106,2183,2220,2143,2067,2030
1095,2032,1994,2070,1956,1957,2031,1995,1918,2033,1880
1096,1993,2031,2069,2068,2107,2106,2145,1992,2183,1955
1097,2107,2145,2183,2222,2260,2069,2108,2221,2031,2184
1098,2032,2070,1957,1995,1994,1956,2033,2031,1918,2071
1099,2258,2219,2257,2182,2334,2220,2295,2296,2144,2372
1100,2256,2181,2219,2142,2143,2180,2105,2294,2218,2104
1101,2107,2145,2069,2031,2183,2108,1993,2068,2106,2222
1102,2145,2107,2183,2069,2031,2220,2108,2222,2106,2068
1103,2070,2071,2032,2146,2108,2107,2109,2033,2031,2184
1104,2033,2071,2032,2070,1995,1957,2109,2072,2146,1996
1105,2258,2257,2334,2372,2219,2296,2295,2333,2335,2220
1106,2258,2220,2296,2183,2259,2257,2182,2334,2221,2219
1107,2219,2258,2182,2256,2144,2257,2181,2295,2143,2294
1108,2144,2258,2182,2183,2106,2219,2220,2257,2068,2145
1109,2258,2220,2183,2296,2259,2145,2182,2221,2144,2257
1110,2033,2072,2071,2110,2034,2147,2148,2186,2073,1996
1111,2144,2183,2106,2182,2258,2220,2069,2145,2068,2107
1112,2183,2069,2145,2106,2144,2107,2068,2220,2258,1993
1113,2069,2106,2183,2144,2068,2145,1993,2031,2107,2220
1114,2107,2070,2108,2031,2032,2146,2184,2145,2069,2071
1115,2071,2033,2070,2032,2109,2146,1995,2072,2147,2108
1116,2259,2297,2335,2260,2296,2373,2334,2298,2221,2258
1117,2183,2258,2220,2145,2259,2221,2296,2107,2144,2260
1118,2071,2147,2185,2033,2146,2109,2223,2072,2186,2298
1119,1805,1843,1957,1918,1767,1881,1995,1842,1919,1880
1120,2946,1994,1842,1993,1841,2031,1803,1879,1955,1880
1121,2256,2219,2294,2295,2257,2181,2333,2258,2182,2372
1122,2258,2220,2219,2257,2182,2296,2183,2144,2334,2259
1123,2256,2219,2294,2295,2181,2257,2333,2258,2182,2332
1124,2183,2145,2220,2258,2107,2221,2259,2069,2260,2222
1125,2146,2071,2070,2109,2108,2184,2107,2032,2033,2185
1126,2107,2031,2108,2069,2145,2070,1993,2183,2032,1994
1127,2069,2068,2106,1993,2144,2183,2031,2145,1992,2107
1128,2260,2259,2221,2222,2297,2296,2220,2145,2183,2258
1129,2260,2259,2298,2297,2222,2221,2336,2296,2184,2145
1130,2294,2332,2333,2370,2256,2295,2255,2408,2331,2372
1131,2219,2182,2144,2256,2181,2258,2143,2257,2295,2294
1132,2258,2220,2183,2259,2296,2145,2221,2182,2144,2260
1133,2258,2296,2220,2334,2257,2259,2219,2183,2182,2335
1134,2033,2071,2032,2070,1995,1957,2109,2146,2108,2072
1135,2032,2070,2031,1994,2108,2107,1956,1995,1957,2071
1136,2738,2699,2739,2740,2700,3018,2776,2777,2737,2661
1137,1993,2068,2031,2069,1992,2106,1955,2030,2144,2107
1138,2294,2256,2332,2333,2295,2370,2255,2219,2257,2218
1139,2256,2294,2219,2181,2295,2257,2255,2218,2333,2180
1140,1993,1992,2068,2069,2031,2106,2030,1955,2144,1879
1141,1843,1957,1805,1995,1918,2033,1881,2032,1919,1956
1142,2294,2256,2295,2333,2219,2332,2257,2370,2181,2255
1143,2256,2219,2181,2294,2295,2143,2180,2182,2218,2257
1144,2070,2032,2071,2033,2108,1995,2031,1994,2109,2146
1145,2257,2258,2219,2295,2372,2334,2333,2256,2296,2294
1146,2071,2033,2109,2146,2070,2147,2032,2072,2185,1995
1147,2107,2108,2070,2146,2031,2184,2145,2222,2032,2069
1148,2183,2144,2106,2258,2220,2182,2145,2069,2068,2107
1149,2033,1995,1957,2032,1843,1919,1881,1805,1918,1996
1150,2372,2410,2334,2371,2333,2335,2370,2448,2257,2411
1151,2071,2033,2070,2146,2109,2032,2147,2185,1995,2108
1152,2183,2145,2220,2069,2144,2258,2107,2106,2182,2068
1153,2144,2258,2182,2183,2220,2106,2219,2145,2069,2068
1154,2334,2372,2335,2410,2296,2257,2258,2259,2333,2371
1155,2070,2071,2146,2032,2108,2109,2107,2033,2031,2184
1156,2031,1994,1993,2032,2070,2108,2069,1955,2107,1956
1157,2370,2333,2446,2332,2409,2371,2408,2372,2294,2484
1158,2183,2069,2106,2145,2144,2068,2107,2220,1993,2031
1159,1994,1956,1842,2031,2032,1880,2946,2070,1918,1993
1160,2183,2258,2220,2145,2144,2182,2106,2069,2107,2221
1161,2144,2106,2183,2069,2068,2145,2182,2220,1993,2258
1162,2260,2298,2297,2259,2222,2221,2184,2336,2107,2145
1163,2107,2145,2260,2222,2183,2221,2259,2220,2184,2069
1164,2258,2259,2220,2296,2183,2221,2260,2145,2334,2297
1165,2298,2146,2223,2184,2185,2260,2071,2109,2222,2107
1166,1692,1768,1844,1730,1654,1806,1845,1731,1616,1769
1167,2031,2107,2069,2108,1993,2145,2070,1994,2183,2032
1168,2032,2070,1995,1957,2033,1994,1956,2071,2031,1918
1169,2144,2182,2219,2258,2106,2143,2183,2181,2220,2067
1170,2258,2219,2257,2182,2220,2334,2296,2144,2295,2183
1171,2031,1994,2032,2070,2108,1993,1956,2107,2069,1955
1172,2071,2146,2109,2070,2185,2184,2033,2298,2223,2147
1173,2031,2107,2108,2070,2069,2032,2145,1993,1994,2146
1174,2107,2145,2183,2069,2031,2108,2222,2220,2221,2106
1175,2033,1996,2072,2034,2071,1958,1997,1995,2035,1920
1176,1993,2031,2069,2068,1992,1955,1994,2106,2107,1879
1177,2069,1993,2031,2068,2106,2145,2107,2183,2144,1992
1178,2183,2258,2220,2145,2144,2182,2106,2069,2296,2221
1179,2376,2414,2452,2339,2377,2453,2415,2413,2489,2338
1180,2183,2145,2220,2258,2259,2107,2221,2260,2222,2296
1181,2069,2031,1993,2068,2107,2145,2183,2106,2144,2108
1182,2183,2258,2144,2220,2182,2106,2145,2069,2219,2068
1183,2031,1993,2069,1994,2068,2107,1955,2108,1992,2145
1184,2031,2069,2107,1993,2145,2108,2068,2183,2070,2106
1185,2145,2107,2183,2069,2031,2220,2108,2222,2106,2221
1186,2219,2258,2182,2144,2257,2256,2181,2295,2220,2143
1187,2070,2146,2071,2108,2032,2107,2109,2031,2033,2184
1188,2259,2296,2335,2258,2334,2297,2220,2260,2257,2221
1189,2144,2106,2068,2069,2183,2030,1993,1992,2182,2145
1190,2031,1994,1993,2946,1955,1842,1841,1879,1956,1880
1191,2070,2107,2108,2031,2032,2146,2071,1994,2184,2109
1192,2294,2256,2333,2295,2219,2257,2332,2372,2370,2258
1193,2146,2071,2185,2109,2298,2223,2147,2184,2070,2033
1194,2069,2106,2068,2144,2183,1993,2145,2031,1992,2107
1195,2333,2295,2372,2294,2257,2256,2370,2219,2334,2258
1196,2107,2031,2069,2108,2145,2070,1993,2183,2222,2032
1197,2258,2219,2257,2182,2295,2144,2256,2220,2334,2181
1198,2259,2297,2260,2335,2296,2298,2373,2334,2221,2258
1199,2372,2257,2333,2295,2334,2258,2219,2294,2256,2370
1200,2069,2068,1993,2106,2183,2031,2145,2107,2144,1992
1201,1691,1577,1729,1501,1653,1539,1767,1692,1615,1654
1202,2258,2219,2182,2220,2257,2144,2183,2296,2334,2106
1203,2294,2256,2332,2333,2295,2370,2255,2219,2372,2257
1204,2333,2370,2372,2294,2295,2332,2371,2257,2334,2256
1205,2330,2292,2293,2217,2331,2291,2254,2179,2255,2368
1206,2033,1996,1995,1958,2071,1957,2072,1919,1881,1844
1207,2370,2333,2332,2294,2372,2295,2408,2371,2446,2409
1208,2334,2296,2258,2335,2259,2257,2372,2220,2297,2410
1209,2219,2182,2258,2144,2256,2257,2181,2295,2143,2220
1210,2258,2183,2220,2145,2144,2182,2296,2259,2221,2106
1211,2219,2258,2257,2295,2182,2256,2334,2372,2333,2220
1212,2107,2145,2183,2222,2069,2260,2108,2221,2031,2184
1213,2032,2070,1994,2031,1956,2108,1957,1995,2033,2107
1214,2033,2071,1995,1996,1957,2072,2032,2070,1919,1958
1215,2031,1993,2069,1994,2068,2107,1955,2108,1992,2145
1216,2487,2486,2954,2411,2524,2600,2449,2562,2412,2561
1217,2031,2107,2070,2108,2032,1994,2069,2146,2145,1993
1218,2107,2222,2260,2145,2184,2108,2146,2298,2221,2183
1219,2070,2032,2071,2108,2146,2107,2031,2109,2033,1995
1220,2070,2108,2032,2107,2031,2146,2071,2109,1994,2184
1221,2258,2220,2296,2183,2257,2182,2259,2219,2334,2144
1222,2297,2374,2336,2298,2260,2373,2375,2259,2412,2337
1223,2258,2219,2257,2182,2220,2144,2295,2334,2296,2183
1224,2146,2107,2070,2184,2108,2071,2298,2109,2222,2260
1225,3015,2404,2443,2518,2366,2442,2481,2480,2517,2556
1226,2372,2333,2257,2334,2295,2258,2294,2370,2219,2371
1227,2333,2294,2370,2295,2332,2372,2256,2257,2219,2371
1228,2070,2032,2031,2108,1994,2107,2071,2146,2033,1995
1229,2031,1994,1993,2946,1955,1956,2032,2070,1842,1880
1230,2258,2144,2182,2183,2220,2219,2106,2257,2145,2296
1231,2032,1994,2031,2070,1956,1957,1995,2946,1880,2108
1232,2031,1993,2069,2107,2068,2108,2145,1994,2070,1955
1233,2219,2181,2256,2143,2144,2182,2105,2067,2142,2180
1234,2258,2182,2144,2219,2220,2183,2257,2106,2296,2145
1235,2144,2106,2068,2069,2030,2183,1993,1992,2182,2145
1236,2256,2219,2294,2295,2181,2257,2333,2258,2332,2255
1237,2330,2369,2331,2368,2406,2444,2293,2408,2407,2292
1238,2219,2258,2256,2257,2182,2295,2181,2144,2294,2143
1239,2183,2258,2144,2220,2145,2106,2182,2069,2107,2068
1240,2260,2298,2259,2222,2297,2184,2221,2107,2336,2145
1241,2294,2332,2370,2333,2256,2408,2295,2331,2255,2372
1242,2144,2067,2030,2106,2182,1991,2143,2219,2029,2068
1243,2144,2106,2068,2183,2182,2030,2069,1992,1993,2258
1244,2107,2145,2069,2031,2183,2108,2222,2260,2184,2221
1245,2183,2259,2145,2220,2260,2258,2221,2107,2222,2296
1246,1992,2030,2068,1993,2106,2144,2069,1991,2067,1954
1247,2219,2144,2182,2258,2181,2143,2106,2256,2257,2067
1248,2144,2106,2068,2030,2069,2183,2182,1992,1993,2067
1249,1842,1805,1843,1804,1766,1690,1880,1728,1729,1767
1250,2068,1993,2106,2069,1992,2144,2030,2031,2183,2145
1251,2298,2146,2260,2184,2107,2222,2108,2223,2070,2145
1252,2298,2223,2185,2146,2261,2260,2184,2336,2299,2147
1253,2258,2257,2334,2219,2372,2296,2295,2220,2335,2182
1254,2144,2183,2182,2106,2258,2220,2219,2069,2068,2145
1255,2183,2258,2220,2145,2144,2182,2106,2221,2069,2296
1256,2294,2332,2255,2256,2293,2331,2218,2370,2333,2408
1257,1993,2031,2069,2068,1992,1955,1994,2107,1879,2106
1258,2219,2295,2257,2256,2258,2294,2333,2372,2181,2334
1259,2259,2260,2220,2258,2221,2183,2296,2145,2222,2297
1260,2372,2334,2257,2333,2335,2410,2258,2296,2295,2371
1261,2258,2220,2183,2259,2296,2145,2221,2260,2182,2144
1262,2335,2259,2334,2296,2297,2258,2373,2410,2372,2260
1263,2033,1995,1957,2032,2071,1996,1919,1843,1918,2070
1264,2070,2146,2107,2108,2071,2184,2032,2109,2031,2222
1265,2031,2107,2108,2070,1993,2069,1994,2032,2145,2068
1266,2258,2220,2183,2182,2144,2296,2219,2257,2259,2145
1267,1690,1614,1766,1728,1842,1576,1804,1652,1538,1803
1268,2033,2071,1995,1957,2032,1996,2070,2072,1919,2109
1269,2259,2296,2258,2260,2220,2221,2297,2183,2335,2334
1270,2219,2256,2257,2258,2295,2294,2181,2182,2333,2144
1271,2260,2259,2221,2145,2222,2183,2220,2296,2107,2258
1272,2330,2331,2369,2293,2368,2292,2332,2408,2291,2406
1273,2069,2068,2106,1993,2183,2144,2145,2031,2107,1992
1274,2068,2106,1993,1992,2144,2069,2030,2031,2183,2145
1275,2258,2219,2182,2144,2257,2220,2183,2296,2106,2334
1276,2183,2145,2220,2107,2258,2069,2221,2144,2222,2259
1277,2258,2182,2219,2220,2144,2257,2183,2296,2334,2106
1278,2183,2145,2069,2107,2220,2106,2031,2144,2068,2258
1279,2258,2296,2220,2259,2257,2334,2183,2219,2182,2335
1280,2107,2070,2108,2146,2031,2184,2032,2222,2145,2071
1281,2258,2257,2219,2220,2182,2334,2296,2183,2144,2295
1282,2144,2182,2219,2106,2143,2067,2258,2181,2030,2183
1283,2107,2031,2108,2145,2069,2070,2222,2183,2184,2146
1284,2294,2256,2333,2332,2295,2370,2219,2255,2257,2372
1285,2258,2220,2219,2182,2257,2183,2144,2296,2334,2259
1286,2033,1995,2071,1996,1957,2032,2072,1919,1958,1881
1287,2069,2031,1993,2068,2107,2145,2183,2106,2144,2108
1288,2256,2219,2294,2295,2181,2257,2333,2258,2182,2332
1289,2294,2256,2332,2333,2295,2219,2370,2255,2257,2181
1290,2146,2107,2184,2070,2108,2298,2071,2222,2109,2260
1291,2031,2107,2069,1993,2108,2145,2070,1994,2032,2068
1292,2144,2106,2182,2183,2068,2069,2258,2030,2220,2219
1293,2334,2372,2258,2257,2296,2335,2259,2410,2295,2333
1294,1842,1843,1805,1880,1918,1956,1804,1957,1766,1994
1295,2107,2031,2069,2145,1993,2183,2108,2068,2106,2070
