"","twi","tsh","ken","brk","srp","oc","Dfd","disco","odd","exex"
"911","1052","1357","1395","1433","1471","1509","1014","976","1090","1128"
"912","903","941","979","865","827","789","1017","1055","1093","1131"
"913","401","476","439","478","479","441","477","515","516","517"
"914","554","557","558","592","596","559","555","556","553","590"
"915","2952","1745","1783","1821","1684","1646","1608","1570","1532","1494"
"916","3001","2314","2239","2201","2277","2200","2161","2123","2085","2084"
"917","760","2540","721","720","2541","2501","2538","2499","2502","2536"
"918","676","770","714","639","678","640","808","846","884","922"
"919","426","387","349","425","424","385","384","2978","345","306"
"920","341","413","379","380","416","415","342","453","492","490"
"921","1310","1564","1272","1602","1526","1640","1678","1716","1754","1792"
"922","405","437","474","473","472","475","444","3017","514","552"
"923","2257","2295","2294","2258","2220","2221","2222","2184","2146","2219"
"924","2822","2826","2783","2825","2789","2828","2829","2787","2785","2823"
"925","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"926","2657","2658","2732","2770","2731","2768","2767","2728","2727","2764"
"927","1187","1193","1225","1231","1149","3007","2936","1073","1035","997"
"928","3004","1394","1432","1470","1508","1546","1584","1622","1660","1698"
"929","1102","1026","1064","1140","1178","1216","1254","988","950","912"
"930","22","24","26","66","28","32","35","74","37","18"
"931","1227","1229","2992","1189","1265","1303","1341","1379","1417","1228"
"932","1852","1888","1890","1850","1814","2947","1926","1964","1776","1738"
"933","811","844","849","887","925","773","882","920","958","843"
"934","1481","1519","1443","1557","1405","1367","1329","1291","1253","3030"
"935","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"936","22","24","26","66","28","32","35","74","37","18"
"937","1017","981","1055","1093","1131","1169","943","905","867","1206"
"938","1656","1694","1618","1580","1542","1504","1466","1428","1390","1352"
"939","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"940","1203","1204","1242","2967","1280","1318","1356","1394","1432","1470"
"941","472","473","474","437","475","514","552","553","554","592"
"942","488","776","738","814","813","851","737","775","700","699"
"943","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"944","2257","2295","2294","2258","2220","2221","2222","2184","2146","2219"
"945","2952","1683","1645","1607","1569","1531","1684","1646","1608","1570"
"946","807","949","845","987","1025","1063","1101","1139","3014","1177"
"947","986","2617","1024","948","1062","1100","1138","910","1176","1214"
"948","1227","1229","2992","1189","1265","1303","1341","1379","1417","1228"
"949","1411","1450","1449","1373","1451","1489","1527","1565","1603","1641"
"950","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"951","1295","989","1333","951","1027","913","1371","1409","1065","1103"
"952","1205","1242","1167","2967","1280","1318","1356","1394","1432","1470"
"953","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"954","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"955","2438","2474","2473","2472","2437","2401","2435","2434","2396","2395"
"956","1331","1009","1369","1407","1445","1047","971","933","895","1293"
"957","1064","1023","1102","1140","1178","1216","1254","985","1026","947"
"958","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"959","609","652","610","571","653","572","691","729","651","535"
"960","1483","1821","1783","1745","1859","1897","1707","1669","1445","1407"
"961","1326","1288","1364","1402","1440","1478","1516","1554","1250","1212"
"962","770","655","693","808","846","884","922","960","998","1036"
"963","2571","2615","2610","2609","2611","2612","2574","2573","2572","2533"
"964","1088","1089","1126","1050","1127","1165","1012","974","936","898"
"965","1631","1629","1667","1591","1593","1705","1743","1781","1819","1857"
"966","3033","584","621","660","620","547","658","698","2955","583"
"967","2712","2551","2673","2710","2589","2590","2591","2592","2593","2594"
"968","1102","1026","1064","1140","1178","1216","1254","988","950","912"
"969","1147","1181","1143","1105","1067","1029","1185","1223","1261","1299"
"970","838","685","876","800","877","2986","915","953","991","1029"
"971","1153","1191","1115","1077","1039","1001","963","1230","1268","1267"
"972","921","923","961","883","959","997","1035","1073","2936","3007"
"973","2008","2394","1970","2355","2356","2318","2280","1932","1894","1931"
"974","817","820","779","858","896","934","972","1010","1048","1086"
"975","1480","1482","1442","1404","1366","1518","1556","1520","1328","1444"
"976","2127","2203","2128","2090","2164","2126","2049","2011","2048","2010"
"977","2008","2394","1970","2355","2356","2318","2280","1932","1894","1931"
"978","986","2617","1024","948","1062","1100","1138","910","1176","1214"
"979","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"980","2418","1435","1473","2417","2416","1511","2415","2453","2380","2381"
"981","2161","2950","2162","2123","2200","2163","2125","2085","2084","2046"
"982","529","528","567","605","644","606","568","530","604","566"
"983","2008","2354","2392","1970","2317","2279","2241","2242","2204","1932"
"984","1038","1037","1076","1114","1152","1075","1113","1000","1151","1189"
"985","2335","2334","2372","2333","2373","2374","2375","2413","2332","2331"
"986","2112","2037","2074","2075","1999","1998","1961","1923","1885","1847"
"987","310","346","347","386","348","385","384","2978","345","424"
"988","572","612","610","609","571","613","614","535","574","536"
"989","843","851","881","919","957","844","882","920","958","813"
"990","408","479","478","439","441","401","369","371","442","405"
"991","2539","2621","2576","2614","2575","2537","2578","2577","2613","2650"
"992","2488","962","2526","924","886","848","1000","1038","1076","1114"
"993","41","19","78","77","44","54","52","51","21","23"
"994","2127","2203","2128","2090","2164","2126","2049","2011","2048","2010"
"995","2529","2568","2528","2527","2564","2525","2487","2524","2523","2485"
"996","26","66","24","22","28","32","35","74","37","18"
"997","1483","1486","1448","3039","1410","1372","1334","1296","1258","1220"
"998","1905","1941","1867","1829","1791","1903","1943","1981","1753","1715"
"999","1729","1691","1653","1615","1577","1539","1501","1463","1425","1387"
"1000","1824","1402","1786","1440","1748","1710","1862","1900","1938","1976"
"1001","471","506","508","507","544","505","2958","542","541","540"
"1002","37","114","76","74","35","32","28","26","66","24"
"1003","2282","2419","2243","2457","2456","2455","2454","2492","2491","2490"
"1004","1979","1980","2017","2056","2055","2093","2130","2091","1942","1904"
"1005","3001","2314","2239","2201","2277","2200","2161","2123","2085","2084"
"1006","328","329","327","366","367","368","331","370","333","334"
"1007","2497","2576","2534","2495","2494","2539","2535","2536","2614","2575"
"1008","1130","1131","1169","1092","1054","1016","1168","978","940","1093"
"1009","1454","1456","1494","1532","1418","1380","2949","1342","1304","1266"
"1010","647","913","951","989","1027","1065","1103","1141","1179","1217"
"1011","22","24","26","66","28","32","35","74","37","18"
"1012","1669","1722","1707","1685","1647","1609","1571","1533","1495","1457"
"1013","1454","1456","1494","1532","1418","1380","2949","1342","1304","1266"
"1014","2483","2520","2445","2484","2447","2486","2954","2449","2488","2526"
"1015","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"1016","425","462","426","424","385","384","2978","345","387","349"
"1017","1124","1123","1085","1162","1200","1238","1276","1314","1352","1390"
"1018","2952","1683","1645","1607","1569","1531","1684","1646","1608","1570"
"1019","1979","1980","2017","2056","2055","2093","2130","2091","1942","1904"
"1020","1480","1482","1442","1404","1366","1518","1556","1520","1328","1444"
"1021","458","539","3011","419","3024","459","498","576","575","578"
"1022","2127","2203","2128","2090","2164","2126","2049","2011","2048","2010"
"1023","2418","1435","1473","2417","2416","1511","2415","2453","2380","2381"
"1024","2182","1454","1416","1378","1340","1302","1264","1492","1530","1568"
"1025","1015","1055","1093","977","1053","1091","1129","1017","1131","1169"
"1026","925","56","55","53","887","849","811","58","773","90"
"1027","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"1028","1162","1161","1199","1124","1237","1275","1200","1238","1276","1314"
"1029","1124","1123","1085","1162","1200","1238","1276","1314","1352","1390"
"1030","303","375","304","340","2935","378","377","376","339","412"
"1031","467","503","502","468","504","463","500","466","465","464"
"1032","303","375","304","340","2935","378","377","376","339","412"
"1033","448","449","486","485","523","562","524","487","522","484"
"1034","2744","2751","2750","2745","2784","2743","2705","2752","2753","2792"
"1035","3001","2314","2239","2201","2277","2200","2161","2123","2085","2084"
"1036","341","413","379","380","416","415","342","453","492","490"
"1037","2685","2722","2964","2683","2721","2720","2724","2725","2681","2680"
"1038","1015","1053","1091","977","1129","939","901","863","825","787"
"1039","755","756","717","757","794","718","680","754","793","831"
"1040","1012","1273","1311","1349","1387","1425","1463","1501","1539","1577"
"1041","405","437","474","473","472","475","444","3017","514","552"
"1042","1175","1212","1250","1213","1251","1289","1327","1365","1403","1441"
"1043","949","950","912","874","987","1025","1063","1101","1139","3014"
"1044","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"1045","926","1088","1126","1050","1012","974","936","898","860","964"
"1046","817","820","779","858","896","934","972","1010","1048","1086"
"1047","17","20","15","13","12","10","2976","23","21","19"
"1048","1175","1212","1250","1213","1251","1289","1327","1365","1403","1441"
"1049","2041","2118","2003","2079","2156","2194","2195","2233","2234","2197"
"1050","676","677","714","639","678","640","716","679","641","603"
"1051","2792","426","2755","2756","2753","2752","2751","2750","425","2715"
"1052","1729","1691","1653","1615","1577","1539","1501","1463","1425","1387"
"1053","1326","1288","1364","1402","1440","1478","1516","1554","1250","1212"
"1054","2127","2203","2128","2090","2164","2126","2049","2011","2048","2010"
"1055","1167","1129","1205","1091","1053","1015","977","1168","1130","1092"
"1056","453","489","415","416","379","341","380","342","492","451"
"1057","1167","1257","1219","1205","1181","1143","1105","1067","1029","991"
"1058","2521","675","637","638","601","602","564","527","2559","2560"
"1059","334","335","333","370","331","368","367","366","328","327"
"1060","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"1061","524","485","562","523","487","522","486","449","484","447"
"1062","10","3019","2976","12","13","15","17","20","23","21"
"1063","1433","1434","1396","1471","1509","1358","1395","1357","1547","1585"
"1064","741","743","780","781","819","742","818","856","894","932"
"1065","934","1205","1167","972","1010","896","1048","1086","1124","1162"
"1066","2768","2731","2767","2770","2732","2657","2728","2727","2764","2765"
"1067","798","2359","2397","2321","2435","2434","2396","2395","2283","2245"
"1068","2521","882","920","958","844","843","881","919","957","806"
"1069","554","557","558","592","596","559","555","556","553","590"
"1070","2928","55","53","56","48","58","45","82","50","90"
"1071","1950","1988","2026","2064","1989","1951","2997","1914","1913","2971"
"1072","1162","1161","1199","1124","1237","1275","1200","1238","1276","1314"
"1073","2430","2011","2049","2391","2930","2431","2469","2126","2164","2048"
"1074","2521","2601","2640","2600","2561","2598","2560","2559","2641","2603"
"1075","1091","1127","1053","1015","977","1129","1089","1165","1203","1204"
"1076","28","32","35","74","37","26","66","24","22","18"
"1077","3038","949","1292","1330","1368","1406","1444","1482","1520","987"
"1078","2657","2658","2732","2770","2731","2768","2767","2728","2727","2764"
"1079","1478","1514","1516","1476","1438","1554","1440","1402","1552","1590"
"1080","845","848","807","886","924","962","1000","1038","1076","1114"
"1081","659","693","655","731","658","620","3033","621","660","698"
"1082","2381","2458","2380","2496","2421","2460","2457","2419","2456","2455"
"1083","1038","1037","1076","1114","1152","1075","1113","1000","1151","1189"
"1084","2335","2334","2372","2333","2373","2374","2375","2413","2332","2331"
"1085","471","506","508","507","544","505","2958","542","541","540"
"1086","1325","1327","1365","1287","1289","1403","1441","1479","1517","1249"
"1087","1470","1775","1813","1432","1394","1508","1546","1584","1622","1660"
"1088","846","776","808","738","770","884","922","960","998","1036"
"1089","1257","927","1219","965","1181","1143","1105","1067","1029","991"
"1090","37","114","76","74","35","32","28","26","66","24"
"1091","1623","1660","1698","1661","1699","1737","2945","1736","1622","1584"
"1092","2751","2441","2750","2752","2753","2792","2755","2756","2480","2518"
"1093","310","346","347","386","348","385","384","2978","345","424"
"1094","1170","675","2932","1208","1132","1246","1284","1094","637","1322"
"1095","1480","1482","1442","1404","1366","1518","1556","1520","1328","1444"
"1096","2539","2621","2576","2614","2575","2537","2578","2577","2613","2650"
"1097","1187","1193","1225","1231","1149","3007","2936","1073","1035","997"
"1098","1480","1482","1442","1404","1366","1518","1556","1520","1328","1444"
"1099","28","32","35","74","37","26","66","24","22","18"
"1100","1162","1161","1199","1124","1237","1275","1200","1238","1276","1314"
"1101","2589","2631","2551","2632","2633","2590","2591","2592","2593","2594"
"1102","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"1103","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"1104","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"1105","1125","1155","1163","1117","1079","1201","1239","1041","1003","965"
"1106","1395","931","1357","1433","1471","1509","1547","1585","1623","1661"
"1107","2625","2665","2666","2667","2706","2624","2664","2586","2942","2548"
"1108","2127","2203","2128","2090","2164","2126","2049","2011","2048","2010"
"1109","1338","1339","1300","1377","1376","1415","1453","3021","1491","1529"
"1110","1669","1707","1745","1783","1821","1859","1897","1935","1973","1631"
"1111","1167","1199","1161","1205","1237","1275","1123","1085","1168","1130"
"1112","3001","2314","2239","2201","2277","2200","2161","2123","2085","2084"
"1113","1905","1941","1867","1829","1791","1903","1943","1981","1753","1715"
"1114","651","685","724","725","763","652","653","691","729","766"
"1115","2447","831","2486","793","2484","2445","869","2954","2449","2483"
"1116","1227","1229","2992","1189","1265","1303","1341","1379","1417","1228"
"1117","117","127","156","126","128","125","162","123","121","159"
"1118","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"1119","1454","1456","1494","1532","1418","1380","2949","1342","1304","1266"
"1120","2768","2731","2767","2770","2732","2657","2728","2727","2764","2765"
"1121","2112","2037","2074","2075","1999","1998","1961","1923","1885","1847"
"1122","1483","1486","1448","3039","1410","1372","1334","1296","1258","1220"
"1123","1175","1212","1250","1213","1251","1289","1327","1365","1403","1441"
"1124","1777","2081","2080","2042","1815","1739","1701","1663","1625","1587"
"1125","377","379","341","380","416","415","342","378","2935","453"
"1126","1539","1578","1501","1463","1540","1502","1464","1425","1577","1615"
"1127","2182","2257","2295","2294","2143","2105","2142","2103","2144","2106"
"1128","1175","1212","1250","1213","1251","1289","1327","1365","1403","1441"
"1129","1152","1114","1076","1038","1000","962","924","886","848","1190"
"1130","401","476","439","478","479","441","477","515","516","517"
"1131","158","197","196","159","121","157","120","122","84","124"
"1132","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"1133","927","965","1003","1041","1079","1117","1155","1193","1231","3035"
"1134","727","728","726","690","689","2987","766","729","691","653"
"1135","2554","2477","2439","2476","2475","2512","2511","2510","2433","2471"
"1136","285","286","247","287","284","322","283","282","281","318"
"1137","28","32","35","74","37","26","66","24","22","18"
"1138","788","824","786","750","713","823","861","899","937","975"
"1139","2412","2415","2453","2450","2451","2411","2410","2371","2416","2417"
"1140","677","714","676","639","678","640","716","679","641","603"
"1141","2481","2695","2733","2808","2769","2969","2443","2696","2806","2442"
"1142","291","293","332","295","330","329","296","3009","297","290"
"1143","929","930","968","891","1006","1044","1082","1120","1158","1196"
"1144","2952","1745","1783","1821","1684","1646","1608","1570","1532","1494"
"1145","1356","1009","1318","1280","1047","971","933","2967","1242","895"
"1146","1824","1402","1786","1440","1748","1710","1862","1900","1938","1976"
"1147","794","757","756","793","831","869","907","945","983","1021"
"1148","2952","1683","1645","1607","1569","1531","1684","1646","1608","1570"
"1149","377","379","341","380","416","415","342","378","2935","453"
"1150","1395","931","1357","1433","1471","1509","1547","1585","1623","1661"
"1151","1325","1327","1365","1287","1289","1403","1441","1479","1517","1249"
"1152","2652","2735","2651","2688","2984","2734","2772","2810","2811","2999"
"1153","1056","758","1094","1132","1170","2932","1208","1246","1284","1322"
"1154","1098","1099","1136","1061","1174","1137","1023","985","947","909"
"1155","2974","1325","1287","1249","1211","1363","1401","1439","1477","1515"
"1156","2282","153","2243","192","193","194","158","157","120","122"
"1157","1162","1161","1199","1124","1237","1275","1200","1238","1276","1314"
"1158","413","414","452","490","453","415","416","379","341","380"
"1159","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"1160","2112","2037","2074","2075","1999","1998","1961","1923","1885","1847"
"1161","1483","1821","1783","1745","1859","1897","1707","1669","1445","1407"
"1162","3038","949","1292","1330","1368","1406","1444","1482","1520","987"
"1163","1175","1212","1250","1213","1251","1289","1327","1365","1403","1441"
"1164","2412","2415","2453","2450","2451","2411","2410","2371","2416","2417"
"1165","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"1166","569","3016","646","684","531","493","532","570","608","494"
"1167","2567","2605","2644","2606","2607","2608","2570","2604","2566","2565"
"1168","766","767","2987","805","804","806","844","882","920","958"
"1169","1098","1099","1136","1061","1174","1137","1023","985","947","909"
"1170","286","287","247","284","246","245","288","289","327","328"
"1171","541","579","540","580","543","581","582","545","546","509"
"1172","1310","1319","1272","1234","1196","1158","1120","1082","1044","1357"
"1173","2362","1032","1070","1108","1146","1147","1185","1223","1261","1299"
"1174","1220","1222","1258","1184","1296","1334","1372","1410","3039","1448"
"1175","3001","2314","2239","2201","2277","2200","2161","2123","2085","2084"
"1176","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"1177","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"1178","798","831","793","869","907","945","983","1021","1059","1097"
"1179","798","1175","1213","1251","1289","1327","1365","1403","1441","1479"
"1180","2257","2295","2294","2258","2220","2221","2222","2184","2146","2219"
"1181","413","414","452","490","453","415","416","379","341","380"
"1182","28","32","35","74","37","26","66","24","22","18"
"1183","286","325","247","362","287","284","246","245","324","323"
"1184","643","682","680","718","717","755","754","753","715","752"
"1185","1130","1131","1169","1092","1054","1016","1168","978","940","1093"
"1186","29","31","70","107","109","69","27","25","62","112"
"1187","379","416","341","380","415","342","453","492","490","491"
"1188","830","905","792","943","867","981","868","906","944","982"
"1189","910","833","948","986","1024","1062","1100","1138","1176","1214"
"1190","756","755","717","757","794","718","680","754","793","831"
"1191","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"1192","1257","927","1219","965","1181","1143","1105","1067","1029","991"
"1193","1129","1396","1434","1358","1091","1053","1015","977","1472","1510"
"1194","337","380","341","379","416","415","342","453","492","490"
"1195","1162","1161","1199","1124","1237","1275","1200","1238","1276","1314"
"1196","1140","1178","1216","1102","1064","1254","1026","988","950","912"
"1197","951","953","989","915","1027","913","991","1029","1067","1105"
"1198","1503","1502","1464","1465","1540","1427","1389","1351","1313","1578"
"1199","928","789","966","1004","1042","1080","1118","1156","1194","1232"
"1200","2625","2665","2666","2667","2706","2624","2664","2586","2942","2548"
"1201","2554","2477","2439","2476","2475","2512","2511","2510","2433","2471"
"1202","1129","1147","1185","1223","1261","1299","2988","1337","1375","1413"
"1203","1354","1008","1046","1316","970","1278","1392","1430","1468","1506"
"1204","1124","1123","1085","1162","1200","1238","1276","1314","1352","1390"
"1205","843","851","881","919","957","844","882","920","958","813"
"1206","2768","2731","2767","2770","2732","2657","2728","2727","2764","2765"
"1207","897","898","935","860","973","1011","936","974","1012","1050"
"1208","1472","1504","1510","1542","1580","1618","1656","1694","1548","1466"
"1209","1472","1433","1510","1471","1509","1395","1357","1548","1547","1585"
"1210","3001","2314","2239","2201","2277","2200","2161","2123","2085","2084"
"1211","1954","2179","2216","1992","1916","1878","1840","1802","1764","1726"
"1212","1745","1783","1821","1859","1897","1707","1669","1935","1973","1631"
"1213","755","756","717","757","794","718","680","754","793","831"
"1214","1326","1288","1364","1402","1440","1478","1516","1554","1250","1212"
"1215","413","414","452","490","453","415","416","379","341","380"
"1216","330","331","370","333","368","293","332","295","367","366"
"1217","2589","2627","2628","2629","2551","2590","2591","2592","2593","2594"
"1218","105","11","14","106","144","108","142","65","138","99"
"1219","1220","1222","1258","1184","1296","1334","1372","1410","3039","1448"
"1220","1731","1693","1655","1617","1769","1807","1845","1883","1579","1541"
"1221","2372","2979","2333","2334","2335","2373","2374","2328","2289","2375"
"1222","1338","1339","1300","1377","1376","1415","1453","3021","1491","1529"
"1223","2681","2639","2678","2680","2676","2679","2716","2717","2675","2674"
"1224","805","806","767","844","882","920","958","843","881","919"
"1225","929","930","968","891","1006","1044","1082","1120","1158","1196"
"1226","1332","1335","1297","1259","2951","1221","1294","1256","1183","1373"
"1227","1656","1694","1618","1580","1542","1504","1466","1428","1390","1352"
"1228","1593","2989","1632","1631","1670","2944","1555","1517","1479","1441"
"1229","158","197","196","159","121","157","120","122","84","124"
"1230","1449","1445","1411","1407","1369","1373","1331","1293","1255","1217"
"1231","413","414","452","490","453","415","416","379","341","380"
"1232","413","414","452","490","453","415","416","379","341","380"
"1233","1356","1009","1318","1280","1047","971","933","2967","1242","895"
"1234","1220","1222","1258","1184","1296","1334","1372","1410","3039","1448"
"1235","1152","1114","1076","1038","1000","962","924","886","848","1190"
"1236","401","476","439","478","479","441","477","515","516","517"
"1237","2974","11","14","9","6","4","7","8","2976","10"
"1238","1950","1988","2026","2064","1989","1951","2997","1914","1913","2971"
"1239","3027","1897","1859","1821","1783","1745","1707","1669","2010","1972"
"1240","379","416","341","380","415","342","453","492","490","491"
"1241","825","2685","2722","2964","2683","2721","2720","787","2724","2725"
"1242","330","331","370","333","368","293","332","295","367","366"
"1243","1257","2207","1219","1181","1143","1105","1067","1029","991","953"
"1244","1838","1840","1876","1802","1800","1762","1764","1726","1688","1724"
"1245","458","539","3011","419","3024","459","498","576","575","578"
"1246","2917","2919","2916","2911","2909","2907","2867","2904","2901","2900"
"1247","379","416","341","380","415","342","453","492","490","491"
"1248","153","195","192","196","197","159","121","123","162","125"
"1249","484","520","521","482","481","560","561","447","443","446"
"1250","1190","1153","1228","1115","1191","1229","1266","1304","1342","2949"
"1251","1098","1099","1136","1061","1174","1137","1023","985","947","909"
"1252","1670","1669","1707","1745","1783","1821","1859","1897","1632","2989"
"1253","1338","1339","1300","1377","1376","1415","1453","3021","1491","1529"
"1254","158","197","196","159","121","157","120","122","84","124"
"1255","1670","1669","1707","1745","1783","1821","1859","1897","1632","2989"
"1256","472","473","474","437","475","514","552","553","554","592"
"1257","1102","1026","1064","1140","1178","1216","1254","988","950","912"
"1258","685","686","724","725","763","687","649","3023","688","764"
"1259","1147","1181","1143","1105","1067","1029","1185","1223","1261","1299"
"1260","1129","1165","1091","1053","1015","977","1127","1089","1203","1204"
"1261","1954","2179","2216","1992","1916","1878","1840","1802","1764","1726"
"1262","1171","1209","1247","1285","2963","1133","1095","1323","1361","1399"
"1263","1892","1930","1968","2006","2044","1854","1816","1778","1740","1702"
"1264","1325","1327","1365","1287","1289","1403","1441","1479","1517","1249"
"1265","1665","1702","1703","1740","1664","1626","1588","1627","1589","1551"
"1266","2521","2443","2481","2442","2559","2560","2598","2561","2600","2601"
"1267","2554","2477","2439","2476","2475","2512","2511","2510","2433","2471"
"1268","2127","2203","2128","2090","2164","2126","2049","2011","2048","2010"
"1269","2041","2118","2003","2079","2156","2194","2195","2233","2234","2197"
"1270","2487","2525","2524","2523","2485","2564","2527","2528","2529","2568"
"1271","1368","1399","1406","1330","1292","1444","3038","1482","1520","1361"
"1272","554","557","558","592","596","559","555","556","553","590"
"1273","180","181","143","182","103","102","183","184","63","137"
"1274","623","590","661","589","551","622","553","554","592","555"
"1275","2412","2415","2453","2450","2451","2411","2410","2371","2416","2417"
"1276","1670","1669","1707","1745","1783","1821","1859","1897","1632","2989"
"1277","413","414","452","490","453","415","416","379","341","380"
"1278","2952","1745","1783","1821","1684","1646","1608","1570","1532","1494"
"1279","1220","1222","1258","1184","1296","1334","1372","1410","3039","1448"
"1280","1102","1026","1064","1140","1178","1216","1254","988","950","912"
"1281","1807","1841","1845","1879","1769","1731","1693","1655","1617","1883"
"1282","2430","2011","2049","2391","2930","2431","2469","2126","2164","2048"
"1283","643","682","680","718","717","755","754","753","715","752"
"1284","2381","2458","2380","2496","2421","2460","2457","2419","2456","2455"
"1285","919","843","881","957","844","882","920","958","806","767"
"1286","26","66","24","22","28","32","35","74","37","18"
"1287","2917","2919","2916","2911","2909","2907","2867","2904","2901","2900"
"1288","2041","2118","2003","2079","2156","2194","2195","2233","2234","2197"
"1289","1851","2155","2193","1889","1813","1775","1927","2192","2154","2153"
"1290","2161","2950","2162","2123","2200","2163","2125","2085","2084","2046"
"1291","2112","2037","2074","2075","1999","1998","1961","1923","1885","1847"
"1292","2917","2919","2916","2911","2909","2907","2867","2904","2901","2900"
"1293","1167","861","1205","899","823","937","975","1013","1051","824"
"1294","2768","2731","2767","2770","2732","2657","2728","2727","2764","2765"
"1295","1325","1327","1365","1287","1289","1403","1441","1479","1517","1249"
"1296","3033","132","131","621","660","620","134","658","135","698"
"1297","1520","1551","1589","1627","1482","1665","1703","1741","1779","1444"
