,aay,Ama,Ance,Antp,apt,Blimp-1,bmm,bowl,brk,Btk29A
1080,149,112,148,150,2933,113,151,110,188,111
1081,3030,1595,1634,1671,1633,1672,1519,1558,1596,1557
1082,2961,684,722,608,836,798,494,266,912,950
1083,833,871,909,870,832,947,908,795,757,946
1084,522,446,483,484,409,523,371,560,408,521
1085,1254,1102,1216,3038,1026,1140,988,1064,1558,950
1086,1558,1254,1482,1444,3038,1520,1368,1330,1406,1596
1087,2961,684,722,608,266,836,988,494,798,304
1088,1401,1515,1514,1476,1400,1439,1553,1477,1362,1438
1089,32,28,68,35,66,26,34,30,36,24
1090,2961,684,266,722,608,836,304,190,494,342
1091,37,3019,38,114,76,36,74,75,33,73
1092,833,834,795,871,758,872,757,796,910,909
1093,520,482,558,596,445,559,481,634,3017,672
1094,297,223,298,261,260,336,222,374,296,335
1095,1862,1900,1938,1748,1824,1786,1976,1672,1710,1634
1096,1511,1473,1510,2962,1549,1512,1472,1435,1548,1474
1097,480,519,481,443,556,518,441,557,442,594
1098,1254,1558,1482,3038,1216,1444,1368,1330,1520,1102
1099,266,684,608,722,304,494,342,418,228,532
1100,266,228,190,304,3013,227,342,152,265,75
1101,758,757,681,719,795,833,832,834,796,756
1102,1212,1174,1250,1288,1136,1098,1175,1326,1173,1251
1103,2166,2204,2090,2280,2052,2394,2546,1976,2584,2356
1104,2961,266,190,304,228,342,684,608,3013,494
1105,3019,33,2961,38,2,4,36,6,2937,30
1106,190,76,152,75,114,3013,228,37,113,150
1107,2961,684,722,608,836,266,988,1102,950,798
1108,255,217,294,293,254,179,219,216,257,292
1109,722,684,608,798,683,760,836,646,494,570
1110,722,684,836,608,798,950,912,988,874,1026
1111,2961,3019,33,38,37,36,2,4,114,1
1112,482,520,558,481,596,445,3017,559,557,634
1113,228,190,3013,266,152,227,113,304,151,75
1114,2961,266,190,228,76,114,152,304,3013,75
1115,863,900,938,901,976,862,939,825,1014,977
1116,2961,266,190,76,228,114,152,304,3013,75
1117,2166,2204,2090,2052,2280,1976,1862,1938,2014,1558
1118,1558,1254,1482,1444,3038,1520,1368,1330,1406,1596
1119,2961,1254,1102,722,836,988,1026,1216,684,950
1120,829,867,868,830,828,792,944,906,791,982
1121,266,304,342,228,190,3013,494,418,227,608
1122,754,792,716,677,755,753,830,829,791,639
1123,266,2961,190,304,228,342,3013,152,227,494
1124,445,3017,482,520,407,483,444,521,481,406
1125,1478,1440,1516,1402,1554,1515,1439,1553,2944,1592
1126,76,190,114,75,152,37,3013,228,113,266
1127,1472,1510,1434,1433,1509,1358,1471,1396,1320,3004
1128,684,722,608,494,836,266,798,532,570,342
1129,1062,1024,1100,986,1138,948,1139,1063,3014,1176
1130,1254,1102,1216,1026,1140,1064,3038,988,950,912
1131,108,144,31,107,145,70,147,106,146,105
1132,2961,684,722,608,836,798,950,912,988,494
1133,1208,2932,1322,1360,1246,1209,1171,1284,1247,1207
1134,950,836,912,988,798,1026,874,1064,722,1102
1135,489,452,451,565,450,640,641,488,413,527
1136,2961,684,722,608,266,494,836,304,342,798
1137,831,907,869,945,983,944,1021,1020,830,868
1138,17,52,54,15,51,19,13,20,21,2981
1139,107,71,109,110,72,112,31,147,111,34
1140,37,114,38,76,74,36,75,3019,73,152
1141,907,1021,983,831,1059,945,869,1097,1135,1020
1142,1254,1102,1216,3038,1558,1026,988,1140,1064,1482
1143,266,304,342,494,228,418,190,608,227,456
1144,1254,1102,1216,3038,1558,1140,1026,1482,1064,1330
1145,2961,684,722,608,836,266,494,798,912,950
1146,1558,1634,1672,1596,1710,1520,1748,1482,1786,1444
1147,2961,1254,722,1102,836,684,988,1026,1216,950
1148,684,722,266,608,494,304,342,836,532,418
1149,1207,1206,1169,1208,1245,2932,1283,1131,1170,1321
1150,684,266,608,722,494,304,342,418,532,570
1151,1558,1596,1482,1634,1520,1672,1444,1710,1254,1368
1152,722,836,684,950,988,912,1026,1102,798,1064
1153,1558,1254,1482,3038,1444,1520,1368,1330,1216,1406
1154,2166,2052,2090,2204,1976,1862,1938,1558,2014,2280
1155,1215,1139,3014,1101,1177,1063,1178,2943,1025,1253
1156,2961,3019,114,76,37,190,75,152,266,38
1157,297,336,261,374,337,299,223,412,298,335
1158,794,832,681,718,756,757,680,870,717,833
1159,2961,684,722,266,608,494,304,342,836,532
1160,2961,190,114,76,37,75,266,3019,152,228
1161,712,635,674,788,750,711,826,3029,675,713
1162,1102,1026,950,988,1254,1064,1140,1216,912,836
1163,2961,1558,1596,1482,1254,1634,1520,1672,1444,3038
1164,519,481,557,480,443,556,558,482,633,594
1165,1252,1290,1366,1404,1328,1214,1215,1213,1329,1291
1166,1509,1471,1433,1547,1508,1510,1546,1548,1472,1432
1167,1473,1512,1474,1511,1360,2962,1550,1435,1436,1475
1168,2932,1171,1133,1170,1208,1209,2963,3025,981,942
1169,1558,1596,1634,1482,1520,1672,1444,1710,1748,1406
1170,722,684,608,836,798,950,912,988,494,1026
1171,1062,1100,1138,1061,1024,1175,1023,1099,1137,986
1172,1254,1102,1216,3038,1140,1026,1558,1064,988,1482
1173,1510,1472,1548,1509,1434,1471,1433,1511,1549,1435
1174,722,684,836,798,950,912,988,608,1026,874
1175,1278,1239,1391,1429,1430,1316,1468,1277,1201,1240
1176,2961,1558,1254,1482,1596,1102,722,684,1634,1520
1177,1745,1783,1707,1859,1821,1669,1897,1858,1784,1670
1178,899,937,975,1013,861,1165,1051,936,1089,974
1179,1558,1672,2052,1862,1634,1596,1976,1710,1748,2166
1180,831,907,869,983,945,1021,944,1020,1059,830
1181,898,936,860,897,859,974,935,861,899,1012
1182,292,253,255,254,216,330,293,215,291,217
1183,722,684,836,950,912,988,798,608,1026,1102
1184,257,219,258,294,295,217,259,220,332,293
1185,114,76,37,75,152,190,74,73,38,2933
1186,1102,1254,1026,988,950,836,1064,1216,1140,912
1187,190,266,76,114,228,152,75,3013,37,304
1188,2961,3019,33,38,37,114,36,76,74,30
1189,2905,2584,2546,2394,2432,2508,2280,2356,2204,2774
1190,1171,1209,2963,1248,1133,1210,1247,1172,1095,1134
1191,1558,1596,1634,1672,1482,1520,1710,1748,1444,1786
1192,722,684,608,836,798,912,950,494,760,874
1193,1171,2963,1133,1209,1095,981,2932,1057,1019,867
1194,824,862,861,823,900,899,786,785,938,747
1195,37,114,38,76,74,75,36,73,152,35
1196,494,684,722,608,456,418,532,570,646,683
1197,488,526,449,487,3037,450,525,564,448,486
1198,2961,3019,114,76,37,190,266,75,38,152
1199,174,212,173,211,135,97,250,213,2973,210
1200,1102,1254,722,836,988,1026,950,684,1216,1064
1201,1175,1251,1212,1213,1288,1250,1326,1174,1327,1289
1202,722,836,684,1102,988,950,1026,1254,912,1064
1203,722,836,684,950,912,988,798,1026,1102,1064
1204,266,304,190,228,342,3013,494,684,608,418
1205,684,722,608,836,798,494,266,912,950,532
1206,944,982,1020,1058,868,906,1096,829,867,1134
1207,105,142,180,104,143,67,64,106,103,65
1208,2961,3019,114,37,76,190,33,38,266,75
1209,2961,684,722,608,836,266,798,494,912,950
1210,755,793,794,717,831,718,679,870,832,754
1211,37,114,76,38,74,75,73,36,152,35
1212,2905,2908,2850,2584,2774,2812,2546,2773,2736,2698
1213,1254,1216,3038,1102,1140,1178,1330,1064,1292,1026
1214,684,722,608,494,266,342,304,418,532,570
1215,1205,1242,1167,1166,1243,1281,1318,1319,1204,2967
1216,2961,684,266,722,608,304,494,190,342,836
1217,722,684,836,608,798,950,912,988,1026,874
1218,1558,1596,1634,1672,1482,1520,1710,1748,1444,1786
1219,1326,1402,1403,1288,1365,1251,1327,1441,1440,1175
1220,2961,684,266,722,608,304,494,342,836,532
1221,1254,1102,1216,1026,988,1064,1140,3038,950,836
1222,2961,684,722,608,266,836,494,798,304,342
1223,72,71,34,107,31,110,69,109,68,70
1224,2961,722,684,836,1102,1254,988,1026,950,912
1225,2961,684,722,608,836,798,950,912,988,1026
1226,722,684,608,836,798,912,950,988,494,874
1227,266,684,608,722,304,494,342,418,532,228
1228,2961,266,684,722,608,304,494,342,190,836
1229,722,684,836,988,950,1102,1026,912,798,1254
1230,38,37,36,114,74,76,3019,35,30,33
1231,679,718,717,641,755,640,680,565,603,489
1232,2584,2546,2394,2432,2508,2280,2356,2204,2545,2470
1233,266,304,342,494,684,608,228,418,190,722
1234,2961,684,266,722,608,304,494,342,836,190
1235,1254,1558,3038,1482,1102,1216,1444,1330,1520,1368
1236,1558,1672,1634,1596,1862,1710,1748,1976,2052,1938
1237,1808,1998,1846,1960,1847,2036,2074,1770,1884,1922
1238,1558,2052,2166,1976,1862,2090,1672,1634,1596,1938
1239,2957,186,148,185,224,187,147,111,146,262
1240,456,494,493,418,417,646,455,608,532,683
1241,190,76,114,37,75,152,266,228,3013,38
1242,2961,3019,114,76,37,190,75,266,152,38
1243,216,254,255,217,178,179,292,253,177,140
1244,487,449,486,448,3037,488,526,525,411,524
1245,2994,1205,1206,1167,1244,1168,1282,1320,1243,1281
1246,787,863,825,788,749,786,711,748,864,826
1247,1558,1596,1634,1482,1672,1520,1444,1710,1748,1406
1248,2961,3019,190,76,114,266,37,152,75,228
1249,684,722,608,836,2961,798,494,266,912,950
1250,2961,3019,266,684,190,722,608,304,228,342
1251,2052,2166,2090,1976,1938,1862,2204,2014,1900,1824
1252,1558,1482,1596,1520,1254,1634,1672,1444,3038,1368
1253,684,722,608,836,798,494,912,950,988,874
1254,1480,1518,1404,1556,1366,1442,1441,1479,2989,1555
1255,266,304,684,342,608,494,722,228,190,418
1256,684,722,608,836,798,494,532,912,570,950
1257,863,864,787,902,825,901,826,788,900,940
1258,114,76,37,190,3019,75,152,38,266,228
1259,2961,1558,1596,1482,1634,1672,1254,1520,1710,1748
1260,722,836,684,988,950,1102,1026,912,1254,1064
1261,266,190,228,304,3013,342,152,227,75,76
1262,894,856,932,817,893,818,857,779,855,970
1263,37,114,76,74,38,73,75,35,2933,152
1264,2961,1558,1596,1482,1634,1672,1520,1254,1710,1444
1265,2961,684,266,722,608,304,190,494,342,836
1266,950,912,1026,988,1064,1102,836,874,1140,1178
1267,1102,1026,1254,1064,950,1140,988,1216,912,1178
1268,2037,1923,1847,1885,1998,1961,1809,1999,2112,2075
1269,684,608,722,266,494,304,342,418,532,570
1270,108,147,145,146,184,144,107,186,31,2957
1271,758,757,833,795,681,719,832,834,871,796
1272,722,836,684,950,988,912,1102,1026,798,1064
1273,684,722,608,836,798,494,912,950,532,570
1274,1102,1254,1026,1064,950,1216,1140,988,912,1178
1275,223,222,221,261,260,298,184,297,183,299
1276,684,608,722,494,266,342,304,418,532,456
1277,684,722,608,494,836,266,798,532,570,342
1278,950,1026,1102,988,1064,912,1140,836,1254,1216
1279,266,190,228,304,3013,342,152,227,75,76
1280,950,836,988,1026,1102,912,1064,722,1254,1140
1281,114,76,37,75,152,190,74,38,73,2933
1282,900,899,938,862,861,937,975,976,824,1013
1283,2961,1558,1596,1482,1254,1634,1672,1520,1710,1444
1284,24,22,30,28,26,2937,32,36,18,66
1285,2961,266,684,190,304,608,722,228,342,494
1286,2961,722,684,836,1102,1254,988,608,950,1026
1287,36,30,2937,38,32,28,35,24,22,33
1288,266,190,228,304,3013,152,342,227,76,75
1289,190,266,228,152,76,3013,114,75,304,37
1290,2961,684,722,608,266,494,836,304,798,342
1291,1254,1102,1216,3038,1026,1140,1064,988,950,1330
1292,1023,1060,1061,984,947,909,985,1098,1099,946
1293,2961,684,722,608,836,798,950,912,494,988
1294,950,912,836,874,798,988,1026,797,1064,949
1295,29,69,27,67,66,104,25,70,68,105
1296,1508,1509,1546,1432,1470,1471,1469,1507,1433,1547
1297,2961,3019,190,266,76,114,228,37,152,75
